Epsilon,Num_Balls_Mean,Num_Balls_CI_Lower,Num_Balls_CI_Upper,Avg_Ball_Size_Mean,Avg_Ball_Size_CI_Lower,Avg_Ball_Size_CI_Upper
0.1,79.637,79.0,80.0,1.0879020569620257,1.0875,1.0886075949367089
0.15000000000000002,69.289,68.0,70.0,1.2598066861527215,1.2571428571428571,1.2647058823529411
0.20000000000000004,60.645,58.0,63.0,1.5249805595258354,1.5,1.5517241379310345
0.25000000000000006,49.225,46.0,51.0,2.0908080302326106,2.0,2.187599734042553
0.30000000000000004,41.759,39.0,44.0,2.62602954387831,2.5,2.795
0.3500000000000001,36.364,34.0,39.0,3.1698453174402093,2.9714285714285715,3.388888888888889
0.40000000000000013,30.571,28.0,33.0,3.973856523738962,3.6771505376344082,4.290322580645161
0.4500000000000001,27.905,26.0,30.0,4.541687338274495,4.142857142857143,5.0
0.5000000000000001,25.126,23.0,27.0,5.173056909270695,4.68,5.666666666666667
0.5500000000000002,23.075,21.0,25.0,5.718792681448986,5.136363636363637,6.318560606060606
0.6000000000000002,21.918,20.0,24.0,6.1353669917877705,5.409090909090909,6.904761904761905
0.6500000000000001,20.63,19.0,23.0,6.617924446015838,5.75,7.450592105263158
0.7000000000000002,18.116,16.0,20.0,7.638645448179272,6.610539215686274,8.647058823529411
0.7500000000000002,17.134,15.0,19.0,8.349304706005208,7.058741830065359,9.667187499999999
0.8000000000000003,15.249,13.0,17.0,9.471884416971916,7.94108455882353,11.084375
0.8500000000000003,14.201,12.0,16.0,10.249563856976359,8.498214285714285,12.066785714285714
0.9000000000000002,13.528,11.0,15.024999999999977,10.97494401015651,9.285714285714286,13.0
0.9500000000000003,12.365,11.0,14.0,12.076990176490177,10.38409090909091,13.75
1.0000000000000002,12.052,11.0,14.0,12.594151165501165,10.816477272727273,14.364545454545453
