Province,Region,Mean_Admin_Prop,H0_PersistentEntropy,H0_L2_Norm,H0_Total_Persistence
ABRA,CAR,0.6642438532149995,0.9540402110304309,1.2217291538023345,19.84866080462122
AGUSAN DEL NORTE,Region 13,0.6773790976751107,0.9557792717207256,2.035593581791463,19.144351090066202
AGUSAN DEL SUR,Region 13,0.6600240010475596,0.9410243059628719,2.3567597177069146,21.58073891411773
AKLAN,Region 6,0.5177438889197096,0.9608308271829041,0.897901395396778,16.845365964078955
ALBAY,Region 5,0.3951319925438238,0.977652518321604,0.3649657033401535,21.813838254557055
ANTIQUE,Region 6,0.49361061944132095,0.9726561032916239,0.5015063195003909,22.945518660251643
APAYAO,CAR,0.6024308738599391,0.9602216193970549,0.8717457294895914,9.9273337556572
AURORA,Region 3,0.6014535991364629,0.965932294549944,0.5394370608089959,7.721607329387116
BASILAN,BARMM,0.6230245790730048,0.9436883871292514,5.129861619082024,34.244279623897185
BATAAN,Region 3,0.5829116207592726,0.9697412881340303,0.46674264915387476,8.445099720866816
BATANES,Region 2,0.4526369761430279,0.9700324794642988,0.6034327669339538,2.6743592278524737
BATANGAS,Region 4-A,0.49970261194081894,0.9769564471458367,0.3156484521195788,25.867047647745213
BENGUET,CAR,0.5818883164378608,0.9729513679211871,0.43432222898549216,19.277501866443686
BILIRAN,Region 8,0.562392075120549,0.9562800738294616,0.7436497676778903,7.66116636529502
BOHOL,Region 7,0.6019969483701106,0.9727494503787483,0.6714805310465763,36.23754810579969
BUKIDNON,Region 10,0.6201779639302099,0.9559242936019822,1.3591202659618733,26.15797410712462
BULACAN,Region 3,0.5341328843020219,0.967270142874425,0.432056111537946,13.873734363927873
CAGAYAN,Region 2,0.5843408725298942,0.9679888361351429,0.7437306538582419,25.38249614018387
CAMARINES NORTE,Region 5,0.4120600844268979,0.9703872647288849,0.5869287541008873,11.81535955355034
CAMARINES SUR,Region 5,0.38681328204521515,0.9779523232557723,0.5641383475527144,42.08462269850589
CAMIGUIN,Region 10,0.8542004618610368,0.9682301395827572,0.9565815457618067,6.113654852582484
CAPIZ,Region 6,0.4862236536831418,0.9574090630966525,0.9439005740308068,24.653129678703074
CATANDUANES,Region 5,0.4392505688791872,0.9768889644722776,0.47592241398150764,13.254026513156989
CAVITE,Region 4-A,0.5772165555389639,0.966822558952738,0.5443995587533821,13.328497448732374
CEBU,Region 7,0.5894772926251128,0.9624847574771618,0.8723050565997955,42.016340416279064
COMPOSTELA VALLEY,Region 11,0.6931751494039297,0.9662707360533501,0.742509936073258,14.705013044058584
COTABATO (NORTH COT.),Region 12,0.6564732617024789,0.9417429027407831,2.156632856066768,33.86471775648289
DAVAO (DAVAO DEL NORTE),Region 11,0.7183452733622001,0.9580560732084814,0.8767489710244913,12.592585319030906
DAVAO DEL SUR,Region 11,0.7520225519203279,0.9595212843301384,1.277800968616849,29.65707605114897
DAVAO OCCIDENTAL,Region 11,0.7473991047777181,0.9423561478408388,2.3678251417547087,15.679272644850252
DAVAO ORIENTAL,Region 11,0.6693067407657374,0.9714719322303951,0.5513608199413784,13.197001018175737
DINAGAT ISLANDS,Region 13,0.6489087380174691,0.9651133830456502,0.9856838057690972,10.113420274400235
EASTERN SAMAR,Region 8,0.5172946121450422,0.9631081692627319,1.40623417699083,28.670400463692538
GUIMARAS,Region 6,0.5218760243526024,0.9672775451756315,0.45344475304273696,4.896585951137684
IFUGAO,CAR,0.4586594101535673,0.9761777117277035,0.683692532176639,15.38114015592832
ILOCOS NORTE,Region 1,0.6945787322082824,0.957744980565348,0.9886364164734263,20.31914053637381
ILOCOS SUR,Region 1,0.6555067037687189,0.9695216293720049,0.7721980863842025,23.68479733360472
ILOILO,Region 6,0.4775621221886143,0.9699028868070015,0.5593453454443724,42.80001619326042
ISABELA,Region 2,0.5819963522963424,0.9660045535350121,0.6011272467136001,33.17778869097549
KALINGA,CAR,0.5495894080658024,0.9644446770248497,1.2928002705202424,13.258703112834167
LA UNION,Region 1,0.6439233792234075,0.9669897612184826,0.5962467503933954,16.829678788832908
LAGUNA,Region 4-A,0.5367266553171772,0.9786344437351949,0.1868605070940619,12.85081546849715
LANAO DEL NORTE,Region 10,0.6116137834268393,0.8856945796888891,27.162659333718274,64.64340026009864
LANAO DEL SUR,BARMM,0.45341154888553376,0.9499975685910858,3.2893067271466023,30.399690428476685
LEYTE,Region 8,0.6279156889335084,0.9623034768690995,0.9337773313271395,58.7047058969244
MAGUINDANAO,BARMM,0.7049824957956439,0.9363887372731139,8.611747054792003,81.50548219655265
MARINDUQUE,Region 4-B,0.5334837884874991,0.9754824842022967,0.3770878275010213,8.897927017974755
MASBATE,Region 5,0.4987617175791048,0.9669071159491857,1.2317163993357483,34.85068947930996
MISAMIS OCCIDENTAL,Region 10,0.7600607193669493,0.9628884376683292,2.1047267929633384,42.9005666926573
MISAMIS ORIENTAL,Region 10,0.6400505923062563,0.9589331240121748,0.7639550845994706,20.18656073738355
MOUNTAIN PROVINCE,CAR,0.520638964894299,0.9714939186066224,0.6793612979633713,13.768100675514454
NATIONAL CAPITAL REGION - FOURTH DISTRICT,NCR,0.5033685296060582,0.968914466142269,0.28290969545368194,6.778775473260977
NATIONAL CAPITAL REGION - MANILA,NCR,0.5255253897738708,0.9791684048510552,0.11276727930650392,2.7090111940210595
NATIONAL CAPITAL REGION - SECOND DISTRICT,NCR,0.4852563239831877,0.9687713367831636,0.22079037401353013,8.133537740923494
NATIONAL CAPITAL REGION - THIRD DISTRICT,NCR,0.5484641763622594,0.9651085965742094,0.18169615396218927,4.267843384229286
NEGROS OCCIDENTAL,Region 6,0.4777907588456597,0.9670378512357548,1.1326776206878688,30.956794213134543
NEGROS ORIENTAL,Region 7,0.527837914590446,0.9697497151176613,0.7153056508810336,28.740194878225033
NORTHERN SAMAR,Region 8,0.4961681911069164,0.9711851383155088,0.850707906309816,31.39747038268791
NUEVA ECIJA,Region 3,0.5629291099703413,0.9700220433844938,0.468199507663136,21.000601986642785
NUEVA VIZCAYA,Region 2,0.560800207430396,0.9629196442170594,0.6986567355537425,15.797195168616277
OCCIDENTAL MINDORO,Region 4-B,0.539425678480434,0.9435741872199459,1.379628021293122,12.97795293886318
ORIENTAL MINDORO,Region 4-B,0.4998475981783764,0.9661152487540273,0.8117733440504783,20.992439521178525
PALAWAN,Region 4-B,0.5479565818832407,0.97602084178629,0.6101676922160056,27.21461028418319
PAMPANGA,Region 3,0.5559447217551217,0.9707866277201501,0.656122804672089,19.10814231635194
PANGASINAN,Region 1,0.5642536345377419,0.9798603219366219,0.17795417221641835,25.302224803866146
QUEZON,Region 4-A,0.4616063849608981,0.97226040022711,0.45833361938075246,39.69303236077921
QUIRINO,Region 2,0.5576152972002943,0.975988517652943,0.36174504395098145,7.710994882063108
RIZAL,Region 4-A,0.5432055317735244,0.9664900047873306,0.2895582988980974,10.617154616642939
ROMBLON,Region 4-B,0.5606054319129664,0.9747612630132381,0.5825846798106182,13.935682855486256
SAMAR (WESTERN SAMAR),Region 8,0.5687689938124185,0.9613295250080228,2.247634022491595,68.37946687982682
SARANGANI,Region 12,0.6386260804734623,0.9607619493924073,1.562030468235475,14.634328623654925
SIQUIJOR,Region 7,0.5440464578758828,0.9591118171727084,0.6396082736762827,8.085150627340346
SORSOGON,Region 5,0.415668652230152,0.9745774697075682,0.37223517761021097,21.074378738854037
SOUTH COTABATO,Region 12,0.6176962730510946,0.9656954132961909,0.572413332430619,14.373511403641757
SOUTHERN LEYTE,Region 8,0.683300362797548,0.965094689380629,1.3143569159232886,31.64167374289019
