Province,Region,Mean_Admin_Prop,H0_PersistentEntropy,H0_L2_Norm,H0_Total_Persistence
SULTAN KUDARAT,Region 12,0.6285658974828533,0.9623101906477084,1.030186626851847,20.55157523100945
SULU,BARMM,0.6305323440424091,0.9156331036089951,12.01965287028049,26.816772475394597
SURIGAO DEL NORTE,Region 13,0.6449480797574895,0.9477413819109054,1.3865983901982581,18.48943711839744
SURIGAO DEL SUR,Region 13,0.6310122271692221,0.9619340799122222,0.6968038248956755,16.75792575681668
TAGUIG - PATEROS,NCR,0.5505228701540257,0.9548735244338512,0.2991734815387578,1.8613738192558893
TARLAC,Region 3,0.5022504346063117,0.979577094917901,0.23164681410164736,16.053372189189886
TAWI-TAWI,BARMM,0.6093226639866913,0.9044260077093996,7.64147997556227,38.723431501445454
ZAMBALES,Region 3,0.540438909843263,0.9746389299657502,0.20032489695488298,7.756600799273425
ZAMBOANGA DEL NORTE,Region 9,0.643274370523565,0.9748374692082651,0.9647658917295763,45.76091516064442
ZAMBOANGA DEL SUR,Region 9,0.701836233499779,0.9737377791915748,1.0803262182395816,55.493965556584016
ZAMBOANGA SIBUGAY,Region 9,0.6395738054458383,0.9595667895978731,1.341093880441513,28.09046369243545
