Province,Region,Mean_Admin_Prop,H0_PersistentEntropy,H0_L2_Norm,H0_Total_Persistence
ABRA,CAR,0.5278690753585927,0.9445392284369274,2.961400938067169,31.12702300463699
AGUSAN DEL NORTE,Region 13,0.1945096256855289,0.953340806739252,2.0806746767226856,17.78945547067767
AGUSAN DEL SUR,Region 13,0.2625501305713425,0.9553247598141212,1.7680176083252923,25.06792711536174
AKLAN,Region 6,0.38805597822813087,0.964317800509916,0.5530433612355343,16.369691376077515
ALBAY,Region 5,0.366256078388443,0.9767948913973807,0.2994945422013219,19.3438362639724
ANTIQUE,Region 6,0.4033390587275767,0.9746841452331954,0.38765337038206704,24.00673128694431
APAYAO,CAR,0.4449574338044213,0.977693533261179,0.4562755832579435,9.144258847304005
AURORA,Region 3,0.4256854358389596,0.972188692204572,0.43259069536949374,7.646392663427934
BASILAN,BARMM,0.15321717162121606,0.9190206880399484,12.254703686373402,59.55590799484706
BATAAN,Region 3,0.38015947813913714,0.9580726748055638,0.8174618233828682,11.110796152353732
BATANES,Region 2,0.41539100679215873,0.9506084316480979,0.4476659789587597,1.5535276419536868
BATANGAS,Region 4-A,0.3326579388223113,0.973369525659939,0.3101115467833396,25.006638504127526
BENGUET,CAR,0.406879484741491,0.9705870383402206,0.6243202978075061,20.95362678924403
BILIRAN,Region 8,0.3589951873729284,0.9690490799626316,0.7082503896322414,11.173978992049971
BOHOL,Region 7,0.21823433218401944,0.9759600615250469,0.5414402535174195,44.34976155589604
BUKIDNON,Region 10,0.2129190784308015,0.9652604153797556,1.6190318873212903,35.96298379788705
BULACAN,Region 3,0.31369338014087783,0.9685820309940155,0.4117239506700718,15.062642371900077
CAGAYAN,Region 2,0.4065138072168209,0.9614414151480598,1.352632776856517,28.01072963498083
CAMARINES NORTE,Region 5,0.39260981610401763,0.9764743514409168,0.3307691335319423,11.321935716033014
CAMARINES SUR,Region 5,0.3907378477118123,0.9796255163759686,0.38949731030668416,32.64756680481163
CAMIGUIN,Region 10,0.5252526087588928,0.9757972312848331,0.5975869838011871,6.138688898892971
CAPIZ,Region 6,0.39271899462157944,0.9666817145276597,0.667612862278042,20.701368992992325
CATANDUANES,Region 5,0.387664262909406,0.9738494473441415,0.5281648404703259,12.261832777101585
CAVITE,Region 4-A,0.3346912079581682,0.9767126932629684,0.2783942313346652,14.874227590761702
CEBU,Region 7,0.26303769395574417,0.963911828225569,1.1137330277448576,50.62601859568386
COTABATO,Region 12,0.18812071712663958,0.9300135297475781,4.69400863754198,42.9163492082003
DAVAO DE ORO,Region 11,0.16519049629379168,0.9635150463080743,1.1128203101293304,20.15257961382612
DAVAO DEL NORTE,Region 11,0.14026765551832313,0.9674027741522697,1.0768144675545441,16.263385791950792
