Node ID,No. Provinces,Provinces Included,Provinces (Region),No. of Provinces in each Region,Mean Entropy (Raw),Mean L2 Norm (Raw),Mean Total Persistence (Raw),Mean Entropy (Scaled),Mean L2 Norm (Scaled),Mean Total Persistence (Scaled),Mean Admin Vote Share,Mean 2018 Poverty Incidence,Mean HHI,Mean GINI,Majority Dominant Dialect,Major Dialect Ratio,Provinces (Dialect)
10,9,"BUKIDNON, CAPIZ, DAVAO DEL SUR, EASTERN SAMAR, ISABELA, MASBATE, NEGROS OCCIDENTAL, SOUTHERN LEYTE, ZAMBOANGA SIBUGAY","BUKIDNON (Region 10), CAPIZ (Region 6), DAVAO DEL SUR (Region 11), EASTERN SAMAR (Region 8), ISABELA (Region 2), MASBATE (Region 5), NEGROS OCCIDENTAL (Region 6), SOUTHERN LEYTE (Region 8), ZAMBOANGA SIBUGAY (Region 9)","Region 6 (2), Region 8 (2), Region 10 (1), Region 11 (1), Region 2 (1), Region 5 (1), Region 9 (1)",0.9622859788877735,1.1786697831891528,29.761776679934982,-0.04925869856660969,-0.1007084194163621,0.466255332017088,0.5841268642936905,19.255555555555553,4.934309110285467,0.7719038304053776,Bisaya/ Binisaya,3/9,"BUKIDNON (Cebuano), CAPIZ (Capizeño), DAVAO DEL SUR (Bisaya/ Binisaya), EASTERN SAMAR (Waray), ISABELA (Ilocano), MASBATE (Masbateño/ Masbatenon), NEGROS OCCIDENTAL (Ilonggo), SOUTHERN LEYTE (Bisaya/ Binisaya), ZAMBOANGA SIBUGAY (Bisaya/ Binisaya)"
11,1,LANAO DEL NORTE,LANAO DEL NORTE (Region 10),Region 10 (1),0.8856945796888891,27.162659333718274,64.64340026009864,-5.094440991822162,7.791838603945805,2.7698058002800576,0.6116137834268393,19.0,5.4623962014311,0.737392959783343,Bisaya/ Binisaya,1/1,LANAO DEL NORTE (Bisaya/ Binisaya)
12,1,LANAO DEL SUR,LANAO DEL SUR (BARMM),BARMM (1),0.9499975685910858,3.2893067271466023,30.399690428476685,-0.8587134244180006,0.5403902577915946,0.508382571616115,0.45341154888553376,64.2,5.57632597242769,0.690317179766875,Maranao,1/1,LANAO DEL SUR (Maranao)
13,1,LEYTE,LEYTE (Region 8),Region 8 (1),0.9623034768690995,0.9337773313271395,58.7047058969244,-0.048106082130851026,-0.17509365530282126,2.3776198646190747,0.6279156889335084,21.7,4.16670251067348,0.786969628027903,Waray,1/1,LEYTE (Waray)
14,1,MAGUINDANAO,MAGUINDANAO (BARMM),BARMM (1),0.9363887372731139,8.611747054792003,81.50548219655265,-1.7551461246360358,2.1570631125620836,3.883362245017798,0.7049824957956439,40.6,6.03220237008659,0.745516109566095,Maguindanao,1/1,MAGUINDANAO (Maguindanao)
15,4,"MARINDUQUE, NATIONAL CAPITAL REGION - MANILA, QUIRINO, ZAMBALES","MARINDUQUE (Region 4-B), NATIONAL CAPITAL REGION - MANILA (NCR), QUIRINO (Region 2), ZAMBALES (Region 3)","Region 4-B (1), NCR (1), Region 2 (1), Region 3 (1)",0.9763195841680112,0.2629812619283474,6.768633473333087,0.8751544550114178,-0.3788456430613242,-1.0521907827023462,0.5392658463262318,7.925000000000001,5.397881125340123,0.8050002555531047,Tagalog,3/4,"MARINDUQUE (Tagalog), NATIONAL CAPITAL REGION - MANILA (Tagalog), QUIRINO (Ilocano), ZAMBALES (Tagalog)"
16,3,"DAVAO OCCIDENTAL, OCCIDENTAL MINDORO, SURIGAO DEL NORTE","DAVAO OCCIDENTAL (Region 11), OCCIDENTAL MINDORO (Region 4-B), SURIGAO DEL NORTE (Region 13)","Region 11 (1), Region 4-B (1), Region 13 (1)",0.9445572389905633,1.711350517748696,15.715554234036958,-1.2170755232583295,0.061091512721644925,-0.4613443314049556,0.6439242876718806,25.233333333333334,5.328510010700344,0.7969003556267347,Surigaonon,1/3,"DAVAO OCCIDENTAL (Tagakaulo), OCCIDENTAL MINDORO (Tagalog), SURIGAO DEL NORTE (Surigaonon)"
17,1,SAMAR (WESTERN SAMAR),SAMAR (WESTERN SAMAR) (Region 8),Region 8 (1),0.9613295250080228,2.247634022491595,68.37946687982682,-0.11226164966693379,0.22398577385140298,3.0165322174595217,0.5687689938124185,22.2,5.29388013881849,0.852754284659909,Waray,1/1,SAMAR (WESTERN SAMAR) (Waray)
18,1,SULU,SULU (BARMM),BARMM (1),0.9156331036089951,12.01965287028049,26.816772475394597,-3.1223486635999227,3.192202726039359,0.27176995209161636,0.6305323440424091,75.3,5.7692288438244566,0.722803255877714,Tausog/ Tausug,1/1,SULU (Tausog/ Tausug)
19,3,"BILIRAN, SIQUIJOR, TAGUIG - PATEROS","BILIRAN (Region 8), SIQUIJOR (Region 7), TAGUIG - PATEROS (NCR)","Region 8 (1), Region 7 (1), NCR (1)",0.9567551384786737,0.560810507630977,5.869230270630418,-0.413582870610433,-0.28838103899929624,-1.1115865463192998,0.5523204677168191,7.199999999999999,5.623110021884283,0.7805541836818571,Bisaya/ Binisaya,2/3,"BILIRAN (Bisaya/ Binisaya), SIQUIJOR (Bisaya/ Binisaya), TAGUIG - PATEROS (Tagalog)"
20,1,TAWI-TAWI,TAWI-TAWI (BARMM),BARMM (1),0.9044260077093996,7.64147997556227,38.723431501445454,-3.860575701920951,1.8623478405616376,1.058074807193154,0.6093226639866913,15.1,5.7692288438244566,0.722803255877714,Sama/Samal,1/1,TAWI-TAWI (Sama/Samal)
21,4,"CAMARINES SUR, ILOILO, QUEZON, ZAMBOANGA DEL NORTE","CAMARINES SUR (Region 5), ILOILO (Region 6), QUEZON (Region 4-A), ZAMBOANGA DEL NORTE (Region 9)","Region 5 (1), Region 6 (1), Region 4-A (1), Region 9 (1)",0.9737382698745373,0.6366458010268539,42.584646603297486,0.7051196821390046,-0.2653463307227438,1.3130659154910311,0.4923140399295731,19.825000000000003,4.3849067974098555,0.7668764581884919,Bikol/Bicol,1/4,"CAMARINES SUR (Bikol/Bicol), ILOILO (Ilonggo), QUEZON (Tagalog), ZAMBOANGA DEL NORTE (Bisaya/ Binisaya)"
22,1,ZAMBOANGA DEL SUR,ZAMBOANGA DEL SUR (Region 9),Region 9 (1),0.9737377791915748,1.0803262182395816,55.493965556584016,0.7050873601678737,-0.13057993738707951,2.1655855137103663,0.701836233499779,17.4,4.18095903505887,0.775097795893015,Bisaya/ Binisaya,1/1,ZAMBOANGA DEL SUR (Bisaya/ Binisaya)
