Province,Region,H0_PersistentEntropy,H0_L2_Norm,H0_Total_Persistence,H0_PersistentEntropy_scaled,H0_L2_Norm_scaled,H0_Total_Persistence_scaled
ABRA,CAR,0.9540402110304308,1.2217291538023345,19.84866080462122,-0.5924189283482098,-0.0876292844090132,-0.18839775957552957
AGUSAN DEL NORTE,Region 13,0.9557792717207256,2.035593581791463,19.1443510900662,-0.4778645750742967,0.15957922281635803,-0.23490972794869905
AGUSAN DEL SUR,Region 13,0.941024305962872,2.3567597177069146,21.58073891411773,-1.4497947494508416,0.2571323266264929,-0.07401290787763705
AKLAN,Region 6,0.960830827182904,0.897901395396778,16.845365964078955,-0.1451115709804365,-0.18599084685175105,-0.3867325997059967
ALBAY,Region 5,0.977652518321604,0.3649657033401535,21.813838254557055,0.9629566868562681,-0.34786822144834434,-0.05861924096340121
ANTIQUE,Region 6,0.972656103291624,0.5015063195003909,22.945518660251643,0.6338358599399936,-0.3063944811842526,0.016115896363872395
APAYAO,CAR,0.9602216193970547,0.8717457294895914,9.9273337556572,-0.18524093754415585,-0.1939355399751216,-0.8435931095542447
AURORA,Region 3,0.965932294549944,0.5394370608089959,7.721607329387116,0.19092919990270055,-0.2948731496032424,-0.9892572622109433
BASILAN,BARMM,0.9436883871292514,5.129861619082024,34.244279623897185,-1.2743080072187096,1.0994524451216297,0.7622757202832535
BATAAN,Region 3,0.9697412881340304,0.4667426491538747,8.445099720866816,0.441832919988239,-0.3169538259061625,-0.941478487425772
BATANES,Region 2,0.9700324794642988,0.6034327669339538,2.6743592278524737,0.4610140990603835,-0.27543467504173264,-1.3225729033538995
BATANGAS,Region 4-A,0.9769564471458368,0.3156484521195788,25.867047647745213,0.91710550764348,-0.3628481660624856,0.2090509944598159
BENGUET,CAR,0.9729513679211872,0.4343222289854921,19.27750186644369,0.6532853529180328,-0.326801416484912,-0.22611657264819945
BILIRAN,Region 8,0.9562800738294616,0.7436497676778903,7.66116636529502,-0.44487604166392425,-0.23284424566620238,-0.9932487281132296
BOHOL,Region 7,0.9727494503787484,0.6714805310465763,36.23754810579969,0.6399847627673725,-0.25476540187068514,0.8939093449139447
BUKIDNON,Region 10,0.9559242936019822,1.3591202659618733,26.15797410712462,-0.46831178148254915,-0.04589720892451146,0.22826351133688655
BULACAN,Region 3,0.967270142874425,0.432056111537946,13.873734363927872,0.27905513503813834,-0.3274897418277328,-0.5829764284458328
CAGAYAN,Region 2,0.9679888361351427,0.7437306538582419,25.38249614018387,0.3263964625394115,-0.23281967676846924,0.17705165676914697
CAMARINES NORTE,Region 5,0.9703872647288848,0.5869287541008873,11.81535955355034,0.4843842992854669,-0.28044771190067397,-0.7189096153689977
CAMARINES SUR,Region 5,0.9779523232557724,0.5641383475527144,42.08462269850589,0.9827052560313686,-0.28737021912433214,1.280044794860615
CAMIGUIN,Region 10,0.9682301395827572,0.9565815457618068,6.113654852582484,0.3422914571985965,-0.16816695398136153,-1.095444970829939
CAPIZ,Region 6,0.9574090630966524,0.9439005740308068,24.65312967870307,-0.3705079439442809,-0.1720187553182661,0.12888496378198755
CATANDUANES,Region 5,0.9768889644722776,0.4759224139815076,13.254026513156989,0.9126603298127589,-0.31416550406572274,-0.6239013672334099
CAVITE,Region 4-A,0.966822558952738,0.5443995587533821,13.328497448732374,0.24957215783625536,-0.2933658080033991,-0.6189833748663855
CEBU,Region 7,0.9624847574771618,0.8723050565997955,42.016340416279064,-0.03616487563151888,-0.19376564629847343,1.275535495491674
COMPOSTELA VALLEY,Region 11,0.96627073605335,0.742509936073258,14.705013044058584,0.21322281378293434,-0.23319046557676615,-0.528079545894727
COTABATO (NORTH COT.),Region 12,0.9417429027407832,2.156632856066768,33.86471775648289,-1.4024597774066063,0.19634448405669827,0.7372098022531597
DAVAO (DAVAO DEL NORTE),Region 11,0.9580560732084814,0.8767489710244913,12.592585319030906,-0.3278884854424118,-0.19241582265047263,-0.6675823377867424
DAVAO DEL SUR,Region 11,0.9595212843301384,1.277800968616849,29.65707605114897,-0.23137298521412222,-0.07059766444748965,0.45934099840204967
DAVAO OCCIDENTAL,Region 11,0.9423561478408388,2.3678251417547087,15.679272644850252,-1.3620644673249607,0.2604934109380773,-0.4637403343194494
DAVAO ORIENTAL,Region 11,0.9714719322303952,0.5513608199413784,13.197001018175737,0.5558328604806982,-0.2912513489761845,-0.6276672786843234
DINAGAT ISLANDS,Region 13,0.9651133830456502,0.9856838057690972,10.113420274400235,0.1369863569148345,-0.159327243083734,-0.8313041263191949
EASTERN SAMAR,Region 8,0.963108169262732,1.40623417699083,28.670400463692538,0.004900128205251522,-0.03158652127866572,0.3941818464409746
GUIMARAS,Region 6,0.9672775451756316,0.4534447530427369,4.896585951137684,0.2795427349431832,-0.32099301589139717,-1.175819086197258
IFUGAO,CAR,0.9761777117277036,0.683692532176639,15.38114015592832,0.8658091194877463,-0.2510560487330178,-0.48342873078649545
