"Household Population by Ethnicity, Region, Province, and Highly Urbanized City: Philippines, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Region, Province,
and Highly Urbanized City"," Household
Population ", Ethnicity ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City of San Juan,"124,699",-,-,-,-,-,2,-,-,1,7,2,-,-,-,-,1,-,-,1,-,-,21,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,9,2,-,3,2,-,-,3,-,-,-,-,-,1,-,-,-,-,3,-,2,413,"10,112","13,054",353,18,2,17,6,4,-,-,5,-,-,-,-,169,1,5,80,200,42,"1,650","4,743",22,39,22,54,182,1,1,8,-,2,-,-,-,11,6,12,39,32,9,8,602,58,2,35,-,"8,517","5,315",1,120,1,8,4,1,4,-,5,113,6,3,-,7,-,3,-,2,-,-,2,-,-,3,-,-,40,-,-,-,-,-,-,-,-,7,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,4,8,-,"2,319",1,335,-,-,-,10,95,-,3,18,-,74,-,7,22,-,39,-,1,-,-,-,-,-,-,-,-,13,72,-,-,-,-,1,1,6,-,-,"1,923",185,-,-,2,44,34,17,-,-,2,"2,299",7,151,5,-,-,-,-,-,9,2,45,13,75,36,6,3,-,-,"65,628",2,-,-,5,39,-,-,234,-,-,4,7,10,1,-,3,"3,573",2,-,3,196,252,83,503
City of Caloocan,"1,659,025",15,66,9,2,-,8,-,11,48,23,96,21,5,11,13,7,1,-,15,45,21,55,12,11,-,66,16,19,15,3,7,4,-,8,-,5,21,324,30,-,1,14,67,4,13,43,33,-,15,15,4,14,-,1,6,6,17,18,17,"3,485","136,293","238,894","5,762",656,59,109,78,267,89,5,15,24,2,12,-,"1,026",60,20,"1,719","1,618",537,"18,805","2,698",242,231,165,303,"1,987",11,5,55,22,-,-,-,2,26,13,36,611,451,185,89,"4,276",434,91,499,23,"97,212","52,962",39,415,4,163,9,36,37,7,36,842,39,6,4,9,-,2,21,1,2,-,-,-,-,110,-,-,150,-,2,-,21,7,14,4,1,65,318,-,82,-,-,-,2,-,-,-,-,4,-,1,19,33,2,11,3,18,8,-,14,-,1,3,-,-,3,-,1,-,22,6,-,1,2,-,-,-,4,-,-,11,12,8,-,53,136,105,"24,783",5,"3,546",5,1,12,4,25,2,62,173,8,704,26,20,94,-,800,9,13,-,-,8,8,20,4,4,13,242,796,9,3,4,-,7,-,15,-,3,"6,751","7,652",40,4,3,"1,348",398,41,7,27,21,"28,585",33,"1,882",242,2,-,10,-,9,100,7,62,149,"1,635",339,103,27,7,26,"917,807",48,5,25,-,21,-,20,687,-,2,10,4,21,4,27,47,"79,133",70,20,44,"2,338",951,288,121
City of Malabon,"379,463",2,28,1,-,-,5,1,5,2,8,14,-,-,1,1,7,-,-,9,57,3,16,4,11,-,27,4,9,1,-,6,4,-,-,-,5,4,156,1,3,-,4,12,33,10,3,-,-,7,-,1,-,-,-,-,-,-,-,-,523,"20,836","51,577","1,340",125,9,25,11,36,12,-,7,-,-,-,1,167,12,-,395,369,82,"6,521","1,333",39,86,363,106,326,1,-,4,8,-,-,-,5,-,2,18,188,257,37,14,999,49,26,75,2,"11,492","11,882",30,175,-,7,-,9,5,3,9,162,9,-,-,7,-,-,7,-,2,-,-,-,-,1,-,-,44,-,-,2,-,-,4,-,-,5,44,8,6,-,-,-,-,-,3,-,-,-,-,3,9,9,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,4,-,-,-,-,-,1,4,-,-,-,6,38,20,"3,840",8,"1,089",1,3,-,4,12,-,16,23,4,105,3,8,1,-,219,-,7,13,-,-,-,6,2,-,4,68,511,1,-,-,-,15,-,2,-,-,301,"2,668",-,-,3,484,232,15,1,13,4,"5,802",10,456,31,1,-,7,-,3,27,-,3,20,488,51,46,15,3,7,"227,644",1,6,7,-,8,-,2,96,-,-,-,-,1,-,6,11,"23,360",28,7,19,530,421,50,147
City of Navotas,"246,743",-,17,-,-,-,4,-,-,-,2,19,-,-,-,1,-,-,-,1,10,-,2,1,5,-,8,-,3,-,-,-,4,-,-,-,-,3,6,-,1,-,-,-,9,-,58,3,-,2,-,-,-,-,-,-,-,-,1,5,256,"5,880","19,205",587,13,2,8,1,21,11,-,-,-,-,-,-,40,2,-,140,101,24,"3,669",152,38,21,208,20,126,2,-,-,1,-,-,-,-,-,-,-,49,395,7,3,40,8,1,21,-,"2,458","4,428",18,75,-,6,-,1,3,-,-,12,4,-,-,-,-,1,8,-,-,-,-,-,-,3,-,-,28,-,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,4,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,1,2,-,-,3,43,1,"1,335",4,240,5,-,-,2,6,-,4,2,-,99,-,15,-,-,274,-,-,-,-,-,-,2,-,-,-,113,157,-,4,-,-,-,-,-,-,-,168,"1,167",-,-,-,363,358,9,3,15,-,"1,156",-,241,12,-,-,-,-,1,8,-,1,9,211,66,24,-,-,7,"192,812",-,1,6,-,5,-,-,74,-,-,-,-,-,-,-,2,"8,924",6,6,5,322,128,20,27
City of Valenzuela,"713,181",2,31,6,-,-,10,-,2,7,1,43,-,-,-,4,1,-,1,8,7,6,32,2,8,-,17,2,4,-,-,2,4,-,-,-,9,5,8,4,7,-,4,29,23,4,31,6,2,6,-,1,4,-,1,7,3,9,1,4,"1,071","55,023","104,347","2,155",144,18,43,23,146,37,-,-,-,-,-,5,198,10,8,585,490,215,"7,541","1,488",113,119,78,109,693,4,-,50,4,-,-,-,-,7,12,5,123,178,51,18,"2,858",117,9,101,3,"36,744","24,073",25,284,4,28,-,6,6,-,6,456,27,-,-,-,-,4,13,6,2,-,1,-,-,5,-,-,78,1,-,7,5,1,-,-,-,25,92,-,6,-,-,-,-,-,-,-,-,6,-,-,9,29,-,-,-,2,7,-,6,-,-,-,5,-,2,-,-,-,4,1,-,-,11,1,-,-,2,-,-,4,6,-,-,12,43,16,"10,937",5,"1,215",-,-,10,6,7,-,14,67,1,216,4,28,23,1,203,3,7,2,-,7,2,6,-,5,8,113,153,1,4,-,-,5,-,6,1,4,"1,185","2,543",7,-,5,260,121,11,7,10,4,"15,448",4,533,19,-,1,-,-,3,59,5,15,142,513,270,76,17,-,21,"414,624",12,2,7,-,33,3,13,197,1,-,3,2,3,1,2,22,"21,700",38,7,23,845,407,222,33
City of Las Piñas,"604,283",1,25,-,-,-,7,-,-,10,9,17,1,-,-,-,1,-,1,1,-,5,72,4,-,4,15,1,2,3,-,2,-,-,-,-,1,-,46,20,-,2,11,11,12,3,7,-,-,4,2,-,-,-,1,3,-,12,4,-,180,"46,316","76,126","1,362",50,6,57,19,54,26,8,11,-,-,-,-,181,10,9,466,"2,623",273,"7,510",470,72,126,50,148,780,4,2,29,4,-,-,-,7,12,3,19,65,99,34,34,751,83,7,170,2,"20,634","29,544",6,574,5,43,3,20,11,-,5,175,3,-,2,1,-,9,1,-,-,-,-,-,-,59,-,-,160,-,4,2,1,-,11,-,-,21,38,-,1,-,-,-,-,-,-,-,-,-,-,-,7,-,-,4,-,2,1,-,1,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,2,-,4,-,5,44,7,"4,228",-,"1,368",-,2,2,6,158,-,20,12,-,626,4,8,14,-,172,-,6,4,-,-,3,10,-,-,-,64,191,5,-,3,5,-,-,2,-,7,"1,772","1,764",1,3,-,160,53,8,-,7,5,"5,268",8,377,65,-,-,3,4,5,27,12,34,58,476,116,21,13,-,2,"369,567",22,-,10,-,6,-,3,434,-,-,-,2,7,-,5,9,"25,217",103,11,7,703,328,473,204
City of Makati,"624,032",13,46,6,2,-,11,-,1,27,-,26,-,-,3,2,1,11,2,2,-,17,298,13,6,-,26,4,13,-,-,-,-,-,-,-,-,3,10,87,7,-,-,5,52,3,18,2,-,7,-,14,4,-,1,1,-,13,-,-,"1,288","39,563","58,847","1,083",76,9,129,5,95,31,5,1,1,-,10,11,327,14,33,294,499,395,"5,809","2,315",63,234,55,243,468,-,-,53,-,5,4,4,20,115,30,64,179,510,131,30,"2,455",168,36,483,5,"44,732","26,164",15,"1,546",110,39,14,74,51,-,18,"1,469",47,-,2,5,-,20,9,1,4,-,-,4,-,41,-,-,298,-,-,10,14,-,7,3,4,91,84,-,11,-,-,-,-,-,-,-,-,2,-,-,2,34,-,4,10,2,1,-,4,-,-,-,5,3,-,3,-,-,5,-,-,1,1,7,-,-,2,-,1,17,7,-,-,14,89,21,"6,388",13,"1,255",3,2,3,44,114,1,30,20,-,266,19,32,41,3,187,8,18,1,-,-,13,4,1,-,-,127,385,1,6,-,1,1,-,2,-,6,912,648,12,3,2,153,55,17,-,13,16,"8,392",21,257,54,-,2,5,1,44,49,8,90,92,285,173,34,26,5,10,"394,136",56,-,11,4,84,-,4,986,9,-,12,12,9,-,-,4,"12,738",45,21,40,887,978,781,767
City of Muntinlupa,"519,112",6,45,2,-,-,1,-,3,-,3,3,-,-,-,-,-,-,-,2,1,1,103,-,1,-,27,-,7,-,1,-,-,-,-,-,-,-,8,19,4,-,4,8,4,4,2,-,-,-,-,3,21,-,-,-,-,8,-,4,214,"45,079","64,509",978,78,11,64,4,28,25,-,3,4,-,-,10,178,13,21,281,983,232,"6,108",659,37,144,64,104,389,2,-,20,2,1,-,-,-,38,4,45,98,192,114,16,752,92,18,91,-,"19,478","23,081",13,384,8,39,6,20,8,-,12,233,4,-,5,1,-,3,1,-,-,-,-,1,-,14,-,-,167,-,-,-,-,-,6,2,-,16,50,-,13,-,-,-,-,-,-,2,-,-,-,-,4,28,-,-,-,11,5,-,-,-,1,-,-,18,2,-,-,-,3,-,-,6,6,-,-,-,-,-,-,1,2,1,-,2,23,5,"3,788",-,"1,005",3,-,1,16,197,-,12,8,-,659,5,3,11,-,223,4,9,6,-,-,-,11,1,-,2,64,134,-,-,-,-,-,-,-,-,-,"3,401","2,237",14,-,-,154,14,5,1,9,-,"5,475",6,341,67,7,1,-,4,11,24,12,72,35,598,68,32,29,-,8,"316,428",3,1,6,-,29,-,-,340,-,-,-,1,3,-,-,10,"16,285",15,-,-,602,522,348,47
City of Parañaque,"686,313",11,30,10,2,-,32,-,-,-,14,52,-,-,5,2,5,-,4,3,35,-,146,-,5,-,17,-,19,-,-,3,3,-,2,-,3,6,29,33,3,-,10,29,166,12,22,7,-,95,-,22,10,-,-,-,-,23,-,11,195,"55,760","105,339","1,569",111,19,96,14,53,54,-,6,4,-,6,3,175,16,24,685,"1,407",361,"10,093","1,465",89,167,60,245,859,-,-,62,4,1,-,-,2,81,15,40,127,201,82,35,"1,102",181,28,166,6,"27,235","42,322",15,574,32,402,-,13,-,3,30,162,14,5,4,-,-,1,1,-,3,-,-,-,-,51,-,1,251,-,4,-,9,-,4,1,3,17,50,-,15,-,-,-,-,-,4,1,2,12,-,3,11,63,1,5,-,14,-,1,-,-,-,-,-,4,-,1,-,1,4,-,-,-,16,-,-,-,-,3,1,6,-,9,-,12,48,7,"5,850",-,"2,297",2,1,-,49,378,-,22,14,-,"1,184",5,4,44,4,313,-,2,1,-,-,4,14,6,3,5,47,294,32,4,2,2,-,-,4,-,6,"5,033","1,780",3,7,9,295,87,11,4,17,1,"7,661",16,496,83,-,-,6,1,3,48,1,21,59,763,128,55,19,2,5,"367,284",7,12,11,-,71,-,2,785,3,-,3,-,8,1,2,6,"35,162",78,6,28,"1,065",592,567,73
Pasay City,"437,003",3,18,7,-,-,14,-,2,8,9,15,-,-,-,-,9,-,1,3,2,1,31,8,15,-,10,-,24,-,-,-,-,-,-,-,6,18,29,6,-,-,9,36,-,3,14,32,2,4,4,-,1,-,1,4,-,2,5,6,247,"41,123","66,466","1,268",158,5,19,5,83,59,-,13,-,15,-,4,247,15,4,303,"1,781",286,"8,850","3,809",94,184,63,163,685,14,-,11,5,1,-,-,-,24,7,6,82,235,88,55,"1,003",119,20,178,7,"29,356","25,896",27,726,22,40,5,3,21,-,13,403,23,1,-,-,-,1,6,-,-,-,-,-,-,35,-,-,205,-,7,1,10,-,1,-,-,14,33,-,20,-,-,-,-,-,-,1,3,1,-,-,10,14,-,-,-,16,1,-,1,-,-,-,-,4,-,1,-,-,3,-,1,-,4,-,1,-,-,-,-,-,1,1,-,17,62,3,"5,819",13,"1,551",1,2,1,20,131,-,5,19,1,428,2,6,14,1,140,2,2,1,-,-,7,4,-,-,4,127,285,-,4,-,-,6,5,1,-,-,"2,962",943,7,2,-,219,100,-,6,39,-,"8,302",4,490,212,12,20,7,7,9,22,3,60,100,336,120,80,40,7,4,"202,528",2,1,7,-,38,2,-,675,6,-,14,-,26,-,2,7,"23,791",309,6,11,679,239,732,33
City of Taguig,"882,622",9,108,3,-,-,17,-,1,10,33,31,-,-,-,1,1,-,13,5,12,2,58,17,2,1,25,5,15,10,1,4,6,-,-,-,27,2,19,20,26,11,13,40,61,42,15,1,2,3,14,6,10,-,-,-,-,11,8,6,"3,305","74,914","124,020","1,548",468,27,56,44,91,94,-,13,1,-,1,-,342,52,18,565,909,391,"9,483",291,178,348,105,286,613,3,16,55,6,-,-,-,7,19,25,18,281,462,136,54,"3,478",251,37,797,18,"54,668","49,128",29,198,17,"1,121",20,62,81,3,12,"1,892",48,4,1,-,-,6,11,-,1,-,-,-,-,100,4,2,57,2,1,1,252,8,10,4,1,159,83,-,22,-,1,-,-,4,5,-,-,59,-,3,26,18,-,-,-,8,9,-,6,-,-,-,3,8,-,-,1,-,-,3,-,-,18,-,-,-,-,-,1,38,11,1,-,27,435,19,"5,142",32,"2,360",2,4,12,7,14,1,25,46,4,"17,696",29,23,70,-,475,8,14,-,-,4,4,6,-,8,8,147,456,8,2,3,6,-,-,25,4,3,"8,878","1,861",4,12,-,316,99,19,-,16,15,"11,417",1,482,277,16,48,9,5,14,38,7,30,193,865,199,71,36,9,10,"458,124",3,4,16,-,8,2,-,"6,806",-,3,7,1,110,5,4,9,"29,671",240,24,60,"1,312",491,317,545
Municipality of Pateros,"65,064",1,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,6,-,-,-,-,2,-,-,-,-,2,4,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,"3,111","3,536",35,35,-,15,-,14,3,-,-,-,-,3,-,37,-,-,44,54,34,360,9,11,5,15,12,42,-,-,-,-,-,-,-,-,3,-,-,53,22,14,1,226,6,-,14,-,"1,653","1,053",1,7,-,-,-,-,1,-,-,42,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,2,-,-,-,1,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,8,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,10,1,440,-,29,1,-,-,-,4,-,6,14,-,49,-,2,1,-,10,-,1,-,-,-,-,-,-,-,-,9,45,-,-,-,-,-,-,1,-,-,108,60,32,-,-,39,8,-,-,12,-,449,-,12,-,-,-,-,-,-,2,-,-,5,29,19,1,2,-,1,"50,999",-,-,-,-,-,-,-,25,-,-,-,-,-,1,-,-,"1,926",-,-,-,42,14,20,56
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cordillera Administrative Region (CAR),"1,791,121",29,785,48,16,8,3,4,-,162,48,"1,140",4,215,27,21,7,3,4,28,5,8,251,"52,780","3,340",5,23,74,30,3,-,6,16,2,3,1,53,3,59,23,"63,687","5,542",14,72,42,"12,514",34,9,13,8,"15,600",968,171,"2,840","13,217","9,814",20,3,21,14,474,"8,715","17,895",309,"42,872","2,639",118,97,153,26,3,18,3,-,3,3,496,8,28,60,191,94,"2,794",784,49,38,69,134,292,1,-,83,12,11,1,33,8,14,"2,591",57,454,186,90,"159,890","11,391",80,47,"21,915","1,891","396,713","4,721",32,422,20,59,210,"40,661","1,339",141,45,"8,090","5,043","2,347","12,130","2,357","4,358",801,"8,138","1,244","23,610","5,135","17,926","11,643","4,439",65,210,7,89,47,16,30,57,10,"48,494",100,"1,907","19,729",699,"1,462","1,510","3,170","2,196","3,035","1,521","4,493","4,857","2,740","4,346","2,359","8,810","1,587",382,"1,069","1,522","2,483",905,"1,557","1,734",835,990,"1,266","5,582","4,346","6,091","4,350","12,393","1,425","1,095","1,038",616,"4,356",478,"3,544","6,094","13,602","1,646","5,559","8,276","2,549","2,600","3,788","6,529","5,341","3,687",22,"336,461","4,126","7,225","1,787",104,-,3,2,5,353,1,8,24,1,213,"4,646",24,43,1,163,6,1,7,16,2,10,9,6,4,5,187,445,11,3,1,-,43,4,1,4,7,"4,104",218,2,6,1,149,57,9,3,3,11,"37,350",2,55,90,3,10,-,6,4,33,17,20,111,167,22,18,4,1,3,"63,584",18,-,4,15,23,7,2,316,3,1,"1,635",9,"75,578","1,893",1,5,"3,532",8,16,244,359,659,856,32
Abra,"250,309",10,4,-,-,-,-,-,-,2,4,4,3,2,7,-,-,-,-,4,-,-,11,29,-,1,1,4,-,2,-,2,-,1,-,-,-,-,-,1,8,-,-,-,-,389,2,-,-,-,4,3,-,-,10,4,-,-,-,-,21,727,"1,599",28,95,1,8,-,8,-,3,-,-,-,-,-,12,3,-,4,8,12,306,59,5,1,7,9,28,-,-,6,-,-,-,-,-,2,6,1,145,21,13,204,264,3,11,157,"1,843","145,492",441,5,63,3,3,15,-,27,1,10,66,620,"1,067","12,116","2,330","4,282",772,"8,097","1,231","23,604","4,753","17,851","11,629","4,438",3,3,6,1,-,-,6,6,4,11,-,25,91,8,-,3,-,17,-,1,27,1,3,4,4,-,1,18,6,-,3,-,3,-,-,2,15,-,-,-,-,10,17,-,1,5,1,-,3,2,32,-,2,-,3,-,11,11,7,10,-,485,13,280,1,16,-,-,-,-,1,-,-,6,-,22,2,2,7,-,23,1,1,1,-,-,-,1,-,-,-,28,94,1,-,-,-,3,-,-,-,3,173,20,-,-,1,13,-,2,-,-,-,492,1,6,6,-,-,-,-,1,1,-,7,14,24,1,-,-,-,-,"2,279",-,-,-,-,-,-,-,33,-,-,187,-,28,3,-,3,472,-,-,8,40,43,13,12
Apayao,"123,937",-,705,-,3,-,-,-,-,-,7,"1,084",-,212,-,-,2,-,-,-,-,-,11,"1,272",-,-,-,6,-,-,-,-,4,-,-,-,48,-,-,-,1,-,2,3,1,"1,237",4,-,-,-,13,2,3,-,-,5,2,-,-,-,29,343,541,2,167,2,-,1,6,4,-,-,-,-,-,-,-,-,-,-,4,7,65,6,-,-,2,2,1,-,-,1,-,1,-,1,-,-,70,1,38,2,5,"1,732","6,353",2,5,172,1,"47,547",158,6,12,4,15,3,"40,400",18,-,4,"2,613","1,141",575,-,-,6,4,13,10,-,350,8,-,1,-,-,1,1,-,-,7,8,-,20,-,7,"4,861",11,-,30,5,7,3,3,-,-,3,-,24,10,-,5,1,2,10,4,21,10,2,1,-,2,-,9,4,25,10,-,-,-,7,-,5,5,68,1,5,11,-,-,5,8,-,1,-,"4,637",6,54,1,1,-,-,-,1,-,-,1,-,-,11,"4,542",1,4,-,3,-,-,-,-,-,-,-,-,-,-,6,16,3,-,-,-,5,-,-,-,-,13,-,-,-,-,5,1,-,-,1,-,105,-,-,2,-,-,-,-,-,1,-,1,9,7,-,-,4,-,-,"1,254",3,-,-,-,-,-,-,12,-,-,703,-,20,-,-,-,139,1,-,11,10,28,4,7
Benguet,"459,468",1,11,6,3,-,-,-,-,54,15,11,-,1,5,1,-,-,-,9,-,1,47,"5,449",206,-,3,14,3,-,-,3,8,-,-,-,3,2,13,3,367,8,-,1,4,"1,242",2,-,-,-,"1,003",91,32,45,15,56,8,-,-,6,88,"1,602","4,374",58,"6,066",28,28,24,50,8,-,9,-,-,-,-,63,3,2,13,19,13,638,114,2,10,16,17,53,-,-,33,1,1,-,4,-,1,127,6,69,56,26,"130,134",542,17,4,"7,427",8,"29,960",910,1,23,1,18,29,81,343,33,12,135,828,65,9,5,5,12,5,-,-,1,15,4,-,4,200,-,13,31,-,7,21,2,"21,534",57,236,"4,023",27,16,7,-,16,27,3,56,"1,103",14,4,1,31,8,1,12,8,11,75,15,4,7,41,-,-,61,5,154,445,10,15,4,7,191,8,4,11,224,6,18,264,38,32,14,288,32,18,7,"213,779",593,"1,150","1,697",31,-,-,-,-,22,-,-,12,-,27,1,12,10,-,25,2,-,-,-,-,1,-,-,-,-,41,96,1,-,-,-,11,1,-,4,-,507,22,-,-,-,27,7,3,-,2,-,"6,703",-,5,11,1,9,-,3,1,5,-,-,26,41,3,4,-,-,-,"9,212",1,-,-,-,4,1,1,61,-,-,142,5,"1,665",9,-,1,732,-,-,1,61,118,86,-
City of Baguio,"363,151",10,46,39,-,4,2,4,-,92,5,18,1,-,-,4,4,2,-,3,-,2,171,"14,609",601,-,2,9,2,1,-,1,3,-,1,-,2,1,19,16,220,14,7,47,11,"1,272",16,8,2,-,"2,085",45,13,182,7,298,-,1,15,8,312,"5,418","9,885",174,"12,181",57,70,45,49,8,-,3,-,-,-,-,147,1,17,23,145,55,"1,548",587,25,22,39,96,158,1,-,31,3,-,-,10,4,9,162,30,67,77,9,"25,538","1,127",35,12,"10,323",7,"108,062","2,868",-,293,9,9,78,100,474,65,11,292,"1,629",100,1,7,20,-,8,-,1,9,27,1,-,50,1,-,74,-,4,5,1,-,"1,963",11,99,"5,462",57,8,8,-,35,19,4,46,100,48,50,2,25,3,3,8,23,4,7,19,4,17,29,1,7,6,10,135,592,6,165,-,14,210,-,13,8,291,-,15,60,60,43,24,64,31,57,8,"58,816",351,"5,551",58,42,-,2,-,4,327,1,7,6,-,113,17,5,16,-,96,-,-,1,5,1,5,2,1,-,5,77,153,1,3,1,-,15,3,1,-,2,"2,714",114,2,6,-,91,40,3,-,-,6,"29,192",-,26,44,2,1,-,3,2,18,14,11,43,72,16,12,-,-,-,"46,539",14,-,4,15,9,6,1,142,-,1,441,4,"2,125",10,1,1,"1,936",6,2,21,204,336,704,1
Ifugao,"207,130",1,-,-,4,-,-,-,-,-,9,6,-,-,4,-,-,-,-,3,-,-,1,33,9,-,14,27,-,-,-,-,-,-,-,-,-,-,3,2,"62,845","5,515",3,12,3,601,2,1,5,2,704,-,10,-,1,-,8,-,-,-,11,161,524,11,144,14,5,10,-,-,-,3,-,-,-,-,26,-,-,11,1,4,72,9,-,1,5,4,13,-,-,3,-,8,-,2,3,-,"1,903",8,19,4,5,549,575,4,1,"1,189",5,"26,677",126,6,7,-,8,25,2,5,-,-,78,36,5,-,2,-,2,2,-,-,-,1,-,-,3,2,-,-,14,9,-,-,-,"24,310",22,"1,466",133,10,-,3,-,4,6,-,2,-,3,8,2,4,-,-,-,-,1,-,-,-,18,276,-,4,4,1,-,37,1,4,-,8,2,-,-,-,26,-,-,1,7,-,4,4,3,1,-,"3,183",1,41,13,3,-,-,-,-,-,-,-,-,1,14,7,-,-,-,1,-,-,-,-,-,-,-,2,-,-,11,8,2,-,-,-,-,-,-,-,-,49,44,-,-,-,6,4,-,-,-,-,171,1,1,7,-,-,-,-,-,8,2,-,1,3,1,-,-,-,-,"1,261",-,-,-,-,10,-,-,22,-,-,32,-,"71,512","1,871",-,-,82,-,-,178,10,24,12,11
Kalinga,"229,328",6,3,1,5,-,-,-,-,-,-,3,-,-,1,13,-,1,3,4,-,4,5,"4,903",23,-,-,2,9,-,-,-,-,-,-,1,-,-,12,1,20,-,2,9,12,"6,378",7,-,5,1,295,13,66,21,"2,230",803,2,1,2,-,10,311,729,23,"3,343",450,5,3,7,6,-,-,3,-,3,-,198,-,4,8,9,3,109,9,17,4,-,6,24,-,-,5,8,-,-,8,-,2,251,6,102,11,15,723,"2,408",17,13,"1,029",27,"31,812",152,7,23,3,1,56,74,449,34,3,"4,839",531,517,4,13,44,8,12,3,4,22,11,4,-,5,3,-,-,-,1,5,20,4,30,5,43,"3,859",579,"1,436","1,459","3,164","2,114","2,980","1,508","4,355","3,632","2,647","4,267","2,326","8,715","1,575",353,"1,038","1,487","2,444",817,"1,499","1,713",791,455,"1,250","5,569","4,272","6,066","4,028","11,148","1,381",907,"1,029",580,"3,929",470,"3,515","4,102","12,849","1,638","5,512","7,927","2,430","2,521","3,719","6,026","5,243","3,593",6,"6,455",42,123,6,1,-,1,2,-,3,-,-,-,-,23,75,4,3,1,5,3,-,5,11,1,3,-,3,4,-,11,72,3,-,-,-,7,-,-,-,2,602,13,-,-,-,1,5,1,3,-,5,412,-,15,15,-,-,-,-,-,-,-,1,11,17,1,1,-,1,3,"2,425",-,-,-,-,-,-,-,38,3,-,115,-,47,-,-,-,131,1,1,14,19,90,27,-
