"Household Population by Ethnicity, Region, Province, and Highly Urbanized City: Philippines, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Region, Province,
and Highly Urbanized City"," Household
Population ", Ethnicity ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City of Angeles,"461,165",3,779,-,-,-,6,5,158,16,9,6,-,-,-,9,1,1,-,10,1,5,"1,074",2,-,-,10,3,9,-,-,-,4,1,-,-,-,-,6,188,-,3,5,1,426,3,6,3,-,5,-,-,-,-,-,-,-,1,-,-,197,"7,598","24,835",163,95,4,107,11,1,10,-,1,-,-,-,-,12,3,41,13,106,59,"1,834",517,15,38,13,30,97,-,1,1,-,-,-,-,3,17,-,81,28,26,4,12,100,16,11,81,7,"10,408","3,802",17,338,2,2,-,-,-,-,19,22,3,-,12,-,-,5,1,1,20,-,-,-,-,1,-,-,107,-,3,-,1,-,-,-,-,6,47,-,18,-,-,-,-,3,-,-,-,-,-,1,5,9,-,-,-,4,-,1,17,-,27,-,-,4,-,-,-,-,48,-,-,1,2,-,-,-,7,1,2,-,62,13,-,19,12,7,"260,925",32,60,-,3,-,124,"1,062",-,18,45,1,124,-,-,3,-,19,-,12,-,2,1,1,19,4,6,-,17,129,-,-,-,-,1,1,-,1,9,"4,189",98,3,3,5,141,14,15,3,2,2,"2,897",4,25,12,-,-,4,15,1,32,10,6,23,72,143,11,14,3,7,"122,275",1,5,7,-,27,-,-,50,-,-,-,4,1,1,9,6,"13,187",-,8,2,244,712,201,25
Tarlac,"1,499,064","9,389","6,674",813,"1,757",-,8,4,"4,291","1,398",3,1,4,-,1,-,-,2,-,25,-,4,150,2,4,3,22,-,11,-,-,1,9,-,-,-,1,-,6,17,3,-,4,12,13,27,25,-,-,-,3,-,6,-,-,-,-,4,2,4,727,"9,602","24,396",349,293,13,54,25,24,45,4,-,1,-,-,3,31,8,19,62,108,120,"2,870",538,17,66,30,87,154,-,-,70,23,5,-,-,3,19,24,20,378,142,41,88,741,94,160,357,76,"550,000","5,335",97,189,2,43,1,4,27,2,28,240,46,9,4,7,-,39,27,-,27,-,-,-,-,8,2,-,92,-,2,44,7,-,15,2,2,74,348,-,84,-,-,-,-,1,-,4,3,2,-,3,-,5,3,4,-,18,31,-,29,-,69,4,22,1,5,-,-,13,103,-,-,-,11,-,-,-,11,-,18,55,168,32,11,54,164,281,"603,819",237,181,-,5,4,-,59,1,49,112,-,90,12,22,8,-,56,-,24,4,-,6,-,6,1,2,-,47,804,2,-,-,-,10,-,4,4,-,"2,115",168,5,1,1,131,5,1,15,1,11,"11,789",15,61,73,3,-,7,2,-,47,5,5,19,81,93,61,44,-,18,"248,808",10,3,62,-,15,4,2,209,-,-,12,-,28,-,-,3,"3,509",26,12,18,215,604,321,335
Zambales,"647,545",107,"5,278",585,"1,706",334,17,"1,700",5,"40,769",7,20,-,1,2,6,-,-,-,5,-,-,379,1,-,-,10,1,7,-,1,-,3,-,-,-,-,-,9,78,1,-,20,9,"1,132",6,4,5,-,28,5,-,4,-,-,4,-,7,1,1,527,"10,556","37,714",289,210,4,100,1,17,1,-,4,-,-,6,1,33,8,21,49,425,130,"4,194",204,54,65,29,39,235,-,-,15,1,-,-,-,-,33,9,54,126,46,15,239,453,39,22,709,17,"163,468","5,105",3,197,3,61,-,-,9,-,5,64,56,8,-,1,-,1,3,3,-,-,-,5,-,3,-,-,57,-,-,5,4,1,1,-,-,525,75,-,-,-,6,2,-,3,108,3,-,-,-,-,-,2,-,4,-,6,-,2,1,-,-,-,-,3,7,1,-,-,1,14,-,-,1,2,-,-,1,-,-,1,12,2,-,5,167,20,"9,124",-,101,2,-,-,6,41,-,5,24,2,122,-,4,32,-,152,-,-,4,-,-,-,-,-,4,-,79,166,4,10,-,-,1,-,1,-,3,"2,606",249,6,2,-,79,25,2,-,4,10,"5,588",1,61,908,66,8,2,-,8,15,9,25,26,151,47,6,2,6,3,"192,446",3,3,3,-,29,5,-,460,-,1,10,-,1,5,10,3,"6,885",10,12,15,284,"148,345",223,1
City of Olongapo,"258,639",4,267,44,5,382,4,-,-,"1,957",5,-,-,-,-,-,1,-,-,2,6,-,474,-,-,-,6,-,2,-,2,-,3,-,-,-,8,2,5,38,-,-,-,-,21,3,-,-,-,7,-,-,1,-,-,-,-,-,-,-,391,"8,124","18,327",153,25,3,76,5,6,-,-,8,-,-,-,-,3,12,26,24,"1,289",248,"2,364",304,4,17,10,27,133,1,-,2,-,-,-,-,1,20,-,41,31,24,12,10,237,5,3,160,6,"19,161","4,188",1,185,6,3,-,3,-,-,1,22,5,1,-,-,-,1,6,-,-,-,-,-,-,7,-,-,106,-,-,-,-,-,-,-,-,18,25,-,-,-,2,-,-,-,-,3,-,-,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,3,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,2,1,-,1,1,22,-,"10,223",-,83,-,-,1,7,127,-,2,9,-,22,-,-,-,-,17,-,-,-,-,5,-,5,-,-,-,18,46,4,1,-,-,-,-,1,-,1,"1,758",123,-,6,-,37,14,9,-,5,-,"3,462",5,21,35,2,-,1,-,2,18,12,60,9,65,33,13,1,-,3,"168,154",3,2,2,-,79,-,-,73,-,-,-,1,2,2,-,2,"5,656",9,-,3,122,"8,747",354,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region IV-A (CALABARZON),"16,139,770",180,"5,676",314,38,12,271,4,197,146,237,545,31,17,15,287,64,18,27,86,157,102,"1,783",48,65,11,542,10,159,10,24,27,80,15,2,1,128,75,458,177,73,49,130,196,"3,057",135,238,91,-,56,93,31,79,4,9,35,33,337,76,38,"24,641","881,052","1,208,158","20,029","3,493",283,"1,101",245,"1,300",614,33,55,104,20,59,44,"2,986",225,230,"5,730","468,533","7,506","109,859","5,319","1,325","1,818","1,120","2,245","11,118",140,57,"11,477",131,22,"11,483",23,61,291,104,431,"3,319","2,730","1,078",519,"15,608","2,514",319,"3,369",124,"330,774","316,483",367,"3,617",161,"1,177",57,203,153,58,163,"4,548",254,38,55,8,7,66,143,13,25,1,11,2,3,611,11,13,"1,946",5,36,18,168,10,47,17,32,329,"1,034",1,182,1,29,-,-,3,15,-,6,82,2,30,271,144,7,29,13,123,44,-,33,-,-,7,2,42,25,5,4,5,29,9,1,12,88,16,5,1,25,13,9,81,32,49,-,284,"1,455",150,"59,286",43,"12,666",31,62,24,123,964,22,438,"1,009",34,"7,316",120,259,385,17,"3,474",59,193,66,25,31,137,22,67,23,44,"1,312","4,768",30,54,9,10,22,11,123,45,39,"43,673","30,430",147,79,20,"4,074",933,181,28,148,249,"88,618",185,"8,370","2,591",102,31,80,67,234,953,88,394,"1,060","8,557","5,021",839,502,103,371,"12,005,410",151,49,458,4,235,35,33,"6,398",25,3,102,46,236,64,113,211,"314,450",537,72,379,"10,347","8,243","3,853",953
Batangas,"2,902,855",7,643,7,-,-,11,-,-,2,3,5,-,-,-,1,1,-,-,1,17,-,175,4,-,-,56,-,1,-,1,2,13,-,-,-,4,2,21,25,-,1,4,24,"1,615",9,10,2,-,-,-,-,-,-,-,-,-,32,3,5,"3,972","42,255","54,551","1,114",409,26,147,10,49,13,-,7,4,-,-,-,72,6,25,248,343,108,"5,160",505,92,113,53,67,515,-,-,11,9,1,11,-,1,48,10,40,591,143,43,25,453,121,10,168,-,"10,402","11,576",14,392,18,22,-,-,4,-,39,72,2,-,7,2,1,3,13,-,5,-,-,-,-,9,4,7,149,4,1,-,14,-,1,-,2,23,66,-,16,-,-,-,-,2,-,-,-,-,-,-,58,9,-,5,-,28,5,-,5,-,-,2,-,3,-,-,-,1,-,-,1,-,2,-,-,-,-,-,-,3,-,1,-,33,39,8,"2,482",-,223,3,-,1,6,52,5,19,56,-,286,13,26,16,-,308,24,24,5,15,10,24,1,4,3,5,76,854,-,-,-,-,-,-,15,-,-,"5,621",913,4,3,1,337,25,7,-,12,14,"2,441",24,"1,995","1,600",60,-,19,19,19,151,17,13,81,279,"1,045",49,78,6,83,"2,736,404",5,1,49,-,72,4,1,303,3,-,6,5,14,-,3,2,"7,373",34,2,3,516,650,488,116
Cavite,"4,318,663",109,160,27,16,6,153,4,184,49,84,225,17,2,6,8,33,8,13,67,72,49,841,35,35,4,279,8,121,6,16,23,27,10,-,-,20,39,151,82,44,19,38,95,167,34,139,25,-,40,50,20,34,-,6,10,33,105,28,22,"9,977","294,481","496,721","8,938","1,224",111,473,101,639,213,27,22,41,13,34,37,"1,292",108,119,"2,631","464,298","6,047","51,169","2,239",561,840,587,"1,114","6,264",100,33,154,64,6,1,-,24,138,49,172,"1,153","1,519",530,236,"5,588","1,215",163,"1,560",76,"126,349","154,887",274,"1,068",107,433,32,86,47,29,51,"1,623",117,16,23,3,-,33,62,7,18,1,3,1,-,363,5,2,918,-,14,10,79,-,20,12,11,132,355,-,51,-,8,-,-,1,9,-,4,37,-,13,71,49,1,6,6,52,10,-,7,-,-,1,2,12,4,5,4,4,20,8,-,5,26,8,5,1,19,9,5,48,25,36,-,116,464,82,"25,942",13,"6,322",19,35,22,51,629,5,211,324,25,"2,816",55,129,157,8,"1,511",11,56,26,5,7,53,15,50,10,12,540,"2,146",16,14,-,9,14,3,59,14,17,"19,918","12,504",63,26,13,"1,872",628,110,13,78,142,"33,835",94,"3,401",478,4,26,40,33,54,259,59,89,432,"4,281",964,503,195,70,133,"2,354,823",42,26,233,4,84,25,20,"3,645",16,-,40,21,121,33,87,117,"169,841",314,37,209,"4,899","4,207","2,066",660
Laguna,"3,373,136",32,67,10,1,-,10,-,3,13,31,93,1,1,5,-,8,3,6,6,5,6,388,2,7,7,75,1,8,-,5,1,4,-,-,1,30,-,29,40,7,11,17,9,245,26,16,10,-,-,8,3,6,-,3,1,-,15,-,7,"3,630","162,961","140,890","2,111",375,38,151,21,186,76,2,7,5,-,8,-,350,42,29,698,"1,740",393,"10,508",740,213,192,64,261,"1,334",17,-,52,5,-,-,-,5,38,15,56,296,275,122,54,"1,227",288,36,362,8,"44,173","36,695",12,950,14,98,-,26,11,3,23,291,9,1,6,-,-,8,10,-,-,-,1,-,-,38,-,3,366,1,-,-,5,1,10,-,1,36,141,-,6,-,7,-,-,-,1,-,-,5,-,9,12,10,-,-,2,23,18,-,5,-,-,1,-,3,9,-,-,-,-,1,-,2,-,-,-,-,3,-,-,-,2,2,-,47,63,16,"7,954",8,897,2,5,-,25,85,7,83,98,2,801,9,35,54,-,735,8,60,15,-,4,2,3,6,-,9,184,501,5,-,-,-,2,4,28,14,2,"7,444","2,215",7,3,1,518,33,10,4,10,19,"10,330",6,719,79,-,-,13,3,10,273,3,43,168,890,"1,321",77,60,3,47,"2,894,851",31,-,82,-,21,4,3,581,2,-,8,6,30,7,3,8,"24,336",56,3,25,"1,412",886,440,41
Quezon,"1,945,444",7,"4,287",217,-,6,7,-,1,12,6,29,-,-,3,214,8,-,-,-,6,10,70,-,-,-,4,-,-,-,-,-,-,-,-,-,10,12,6,14,-,-,20,7,9,2,10,10,-,3,-,5,-,4,-,-,-,11,7,2,916,"82,978","95,344",689,255,9,125,24,52,16,-,-,8,-,4,-,60,5,7,144,175,60,"6,653",486,37,44,31,107,260,-,-,"7,322",16,8,"1,908",16,3,12,-,27,194,43,29,31,271,66,9,155,-,"8,015","5,384",5,200,4,28,10,5,6,1,8,57,8,5,-,-,-,8,-,-,-,-,-,1,-,3,-,-,103,-,16,-,3,-,2,-,2,36,56,-,4,-,-,-,-,-,1,-,-,-,-,4,21,11,-,3,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,7,65,5,"1,349",-,148,-,1,-,6,26,-,34,30,-,228,3,14,19,-,102,5,14,-,-,-,-,3,-,3,4,71,79,5,1,-,-,-,1,2,6,-,953,"3,596",3,2,-,125,3,2,-,6,1,"1,167",4,474,32,5,5,-,-,141,146,3,67,10,154,734,59,22,-,39,"1,711,914",22,-,26,-,8,-,-,178,-,3,7,11,2,-,-,6,"5,002",1,1,10,188,300,141,5
City of Lucena,"278,347",-,15,-,6,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,1,-,-,916,-,-,-,-,2,4,-,-,-,-,-,-,6,3,-,124,"5,649","5,926",64,12,-,13,9,1,8,-,-,2,-,-,-,-,-,5,14,6,13,312,258,7,9,1,20,30,-,-,4,-,-,-,-,-,4,-,1,14,14,-,2,20,8,-,27,-,701,525,-,36,1,-,-,6,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,153,-,1,-,-,-,-,-,-,3,10,-,17,-,1,2,-,-,-,1,3,-,-,-,-,1,-,-,1,10,-,-,-,-,-,-,-,-,-,377,84,-,1,-,3,-,-,-,-,-,248,-,16,-,-,-,-,3,1,23,-,-,-,5,102,5,4,-,7,"261,574",-,-,4,-,10,-,-,37,-,-,1,-,-,-,-,-,595,3,-,-,29,44,53,16
Rizal,"3,321,325",25,504,53,15,-,90,-,9,70,111,193,13,14,1,64,14,7,8,12,57,37,276,7,23,-,128,1,29,4,2,1,36,5,2,-,64,22,251,11,22,17,51,61,105,64,63,44,-,11,31,3,39,-,-,24,-,168,35,2,"6,022","292,728","414,726","7,113","1,218",99,192,80,373,288,4,19,44,7,13,7,"1,212",64,45,"1,995","1,971",885,"36,057","1,091",415,620,384,676,"2,715",23,24,"3,934",37,7,"9,563",7,28,51,30,135,"1,071",736,354,171,"8,049",816,101,"1,097",40,"141,134","107,416",62,971,17,596,15,80,85,25,41,"2,505",118,16,19,3,6,14,58,6,2,-,7,-,3,198,2,1,359,-,5,8,67,9,14,5,16,102,416,1,105,1,14,-,-,-,4,-,2,40,2,4,108,64,6,15,3,20,10,-,16,-,-,3,-,24,12,-,-,-,9,-,-,5,60,8,-,-,3,4,4,26,5,10,-,81,818,39,"21,406",22,"5,075",7,21,1,35,172,5,88,491,7,"3,168",40,54,137,9,818,11,38,17,5,10,58,-,6,7,14,440,"1,178",4,39,9,1,6,3,19,11,20,"9,360","11,118",70,44,5,"1,219",244,52,11,42,73,"40,597",57,"1,765",402,33,-,8,9,9,101,6,182,369,"2,948",855,146,143,24,62,"2,045,844",51,22,64,-,40,2,9,"1,654",4,-,40,3,69,24,20,78,"107,303",129,29,132,"3,303","2,156",665,115
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAROPA Region,"3,212,287",39,"2,096",76,3,2,20,1,14,34,39,43,-,1,1,9,2,2,-,8,"19,121",7,410,18,26,10,67,1,30,10,3,7,16,-,-,1,18,35,"28,273",128,30,5,49,32,"2,139",573,41,7,8,52,14,1,19,-,4,2,4,"58,345",12,991,"1,826","38,086","304,145","3,606",888,28,278,31,233,"1,177",7,17,36,5,89,12,"35,295",21,99,"1,138",847,337,"57,120","1,016",142,172,"308,092",171,647,26,-,107,6,1,-,-,1,109,11,318,440,350,171,90,719,541,37,597,16,"117,635","159,157",16,170,7,479,2,4,3,5,81,151,114,11,9,2,8,13,28,-,4,37,-,-,9,344,2,"21,440",116,3,27,1,28,8,19,4,2,45,86,1,102,-,4,-,-,4,1,1,-,-,7,2,3,11,1,8,70,15,15,-,4,47,10,-,10,2,2,1,-,6,3,5,-,7,7,2,5,3,-,-,3,13,2,6,-,49,179,52,"5,408",44,"18,810",7,14,148,41,125,3,17,36,1,387,-,73,98,9,"2,311","22,817","3,064","18,315",64,"1,252","43,037","38,768","2,655","7,520","5,622",281,"1,053",47,6,16,5,11,17,88,23,8,"6,825","13,513",15,"18,958",39,"8,112","115,187","1,264",802,75,99,"4,521",55,"196,895","19,393",431,523,22,8,"16,212",99,15,165,181,591,389,78,17,42,21,"1,357,084","39,957","1,129","6,551","6,445",29,4,17,"12,886",11,10,23,6,9,5,22,46,"24,863",101,10,32,949,"11,983",580,54
Marinduque,"238,830",31,1,10,-,-,-,-,-,-,-,8,-,-,1,-,-,-,-,-,3,-,14,1,-,1,-,-,2,-,-,-,-,-,-,-,-,4,9,1,-,-,-,3,-,-,-,-,4,-,-,-,-,-,-,-,-,44,-,-,20,"1,430","2,695",64,-,-,7,3,16,2,-,-,-,-,-,-,13,-,6,9,9,4,383,48,9,5,7,6,40,-,-,3,-,-,-,-,-,1,-,8,1,7,8,10,34,1,-,-,-,762,644,-,9,-,2,-,-,-,-,1,24,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,6,-,10,-,5,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,154,-,26,-,-,-,-,-,-,-,-,-,10,-,5,-,-,13,-,-,-,-,-,-,-,-,7,-,8,-,-,-,-,-,-,-,-,-,-,54,89,-,-,-,-,3,-,-,-,-,157,-,33,5,-,-,-,-,1,-,-,-,14,51,2,6,-,-,9,"231,048",-,-,-,-,-,-,-,10,-,-,1,-,-,-,-,-,553,-,-,-,36,35,42,4
Occidental Mindoro,"521,444",1,41,4,-,-,3,-,-,14,5,1,-,-,-,-,1,-,-,3,113,1,19,4,3,-,12,-,-,-,2,-,-,-,-,-,-,-,-,8,9,-,4,3,11,255,7,-,-,-,-,-,3,-,-,-,-,1,-,6,131,"5,307","101,646",105,159,2,16,1,1,25,-,5,-,-,-,3,14,8,2,112,149,27,"5,569",77,4,6,119,7,36,-,-,3,2,-,-,-,-,8,2,10,153,42,14,12,175,26,26,137,6,"53,851","6,031",2,31,-,426,-,-,-,3,4,10,51,2,-,-,8,5,2,-,-,-,-,-,-,1,-,-,9,-,-,1,6,-,-,-,-,10,27,-,40,-,-,-,-,4,-,-,-,-,-,-,-,5,-,-,26,2,3,-,1,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,1,19,3,960,-,"3,562",-,2,-,2,6,3,5,8,-,47,-,7,-,-,85,"11,012",20,"6,248",4,"1,188","5,333","26,679","2,496",5,"3,521",11,218,1,-,-,-,-,-,3,4,-,376,388,-,-,-,121,22,8,12,22,9,"1,280",3,272,5,-,-,-,-,2,32,-,8,23,29,45,9,4,-,3,"279,932",9,-,5,1,5,-,1,52,-,-,1,1,-,-,-,10,"1,828",3,-,-,75,109,29,5
Oriental Mindoro,"906,661",1,160,12,1,-,5,-,-,3,9,-,-,-,-,1,-,1,-,3,17,4,108,8,5,7,25,-,1,-,-,1,9,-,-,-,-,-,32,53,21,-,-,3,17,7,15,-,-,5,1,-,3,-,1,-,-,"1,276",9,6,411,"8,380","64,705",361,210,2,130,8,74,4,1,-,1,5,-,-,29,-,22,282,154,31,"2,872",281,35,27,88,28,172,1,-,14,-,-,-,-,-,28,4,114,99,31,29,19,201,45,-,167,2,"16,439","3,799",6,74,5,27,2,-,3,-,22,46,22,1,2,2,-,4,8,-,-,-,-,-,-,14,-,1,34,-,-,-,4,4,5,-,-,8,25,-,4,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,43,10,12,-,-,47,7,-,6,2,1,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,5,-,3,49,4,"1,068",4,484,6,-,1,4,41,-,7,14,-,92,-,26,12,7,387,"11,798","3,033","12,064",60,62,"37,690","12,084",154,"7,487","2,091",12,321,-,-,-,-,1,-,48,4,-,761,649,-,1,1,72,11,6,7,26,41,784,11,"14,075",397,1,1,1,-,24,39,2,18,11,102,260,21,3,3,5,"695,394",5,-,17,7,4,-,1,121,-,-,13,1,4,-,-,-,"2,389",3,4,3,156,313,168,13
Palawan,"934,669",4,138,23,2,1,3,-,9,5,20,10,-,-,-,7,1,-,-,2,"16,119",1,89,4,18,1,10,-,22,6,1,-,2,-,-,-,11,1,522,17,-,4,26,12,"1,251",311,9,7,-,25,9,1,5,-,3,-,1,111,-,317,693,"14,885","84,099","1,285",382,11,41,4,46,490,3,-,12,-,63,6,"26,875",13,33,350,228,101,"37,736",233,21,39,"225,244",36,76,18,-,1,3,1,-,-,1,19,1,54,146,152,87,26,159,396,9,137,8,"33,578","116,723",4,23,1,6,-,4,-,-,24,41,32,4,7,-,-,2,13,-,-,33,-,-,9,294,1,"19,888",21,3,14,-,4,4,6,4,-,14,18,-,55,-,-,-,-,-,-,1,-,-,7,2,3,2,-,7,1,1,-,-,3,-,-,-,4,-,-,-,-,6,3,-,-,7,-,-,5,3,-,-,-,4,2,-,-,29,85,29,"1,486",40,"12,145",-,7,141,32,12,-,4,4,-,133,-,9,59,2,252,3,2,1,-,-,11,-,5,-,2,84,293,35,1,16,5,4,17,28,10,6,"3,731","7,966",11,"18,518",30,"6,799","113,690","1,199",695,11,16,"1,269",24,776,"18,364",382,504,6,7,36,15,4,28,48,175,27,35,1,29,-,"81,604","30,696","1,085","6,497","6,413",6,4,11,"10,455",11,10,3,1,5,1,7,8,"13,632",50,2,25,332,"10,028",137,3
City of Puerto Princesa,"302,611",1,34,6,-,-,3,1,4,12,5,-,-,1,-,1,-,-,-,-,"2,869",1,126,1,-,-,20,1,4,4,-,-,4,-,-,-,6,-,33,35,-,1,6,9,853,-,4,-,4,20,2,-,6,-,-,-,1,2,-,590,526,"6,685","49,052","1,549",121,13,58,14,31,13,3,4,17,-,22,3,"8,320",-,31,96,179,165,"9,426",303,9,92,"82,619",83,92,4,-,25,1,-,-,-,-,41,3,72,37,100,20,22,95,73,2,120,-,"12,258","30,287",3,12,1,16,-,-,-,2,21,18,7,4,-,-,-,2,3,-,4,4,-,-,-,31,1,"1,551",39,-,3,-,7,-,1,-,2,11,16,1,3,-,4,-,-,-,-,-,-,-,-,-,-,4,1,-,-,2,-,-,-,-,-,-,-,-,1,1,-,-,-,5,-,-,7,-,-,-,-,-,3,2,-,1,-,16,19,11,"1,535",-,"2,253",1,5,6,3,62,-,1,9,1,68,-,-,21,-,141,-,-,-,-,-,2,1,-,-,-,83,200,11,5,-,-,6,-,9,4,-,"1,769","2,832",3,438,8,"1,029","1,444",46,86,-,15,746,17,141,539,44,17,15,-,1,13,4,31,35,78,39,4,-,10,-,"61,176","9,244",44,32,24,8,-,4,"2,200",-,-,5,3,-,4,15,28,"5,088",32,4,4,187,"1,281",173,28
Romblon,"308,072",1,"1,722",21,-,1,6,-,1,-,-,24,-,-,-,-,-,1,-,-,-,-,54,-,-,1,-,-,1,-,-,6,1,-,-,1,1,30,"27,677",14,-,-,13,2,7,-,6,-,-,2,2,-,2,-,-,2,2,"56,911",3,72,45,"1,399","1,948",242,16,-,26,1,65,643,-,8,6,-,4,-,44,-,5,289,128,9,"1,134",74,64,3,15,11,231,3,-,61,-,-,-,-,-,12,1,60,4,18,13,1,55,-,-,36,-,747,"1,673",1,21,-,2,-,-,-,-,9,12,2,-,-,-,-,-,2,-,-,-,-,-,-,3,-,-,7,-,-,-,2,-,3,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,5,205,-,340,-,-,-,-,4,-,-,1,-,37,-,26,6,-,"1,433",4,9,2,-,2,1,4,-,21,8,83,21,-,-,-,-,-,-,-,1,2,134,"1,589",1,1,-,91,17,5,2,16,18,285,-,"181,598",83,4,1,-,1,"16,148",-,5,80,50,156,16,3,9,-,4,"7,930",3,-,-,-,6,-,-,48,-,-,-,-,-,-,-,-,"1,373",13,-,-,163,217,31,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
