Node ID,No. Provinces,Provinces Included,Provinces (Region),No. of Provinces in each Region,Mean Entropy (Raw),Mean L2 Norm (Raw),Mean Total Persistence (Raw),Mean Entropy (Scaled),Mean L2 Norm (Scaled),Mean Total Persistence (Scaled),Mean Admin Vote Share,Mean 2015 Poverty Incidence,Mean HHI,Mean GINI,Majority Dominant Dialect,Major Dialect Ratio,Provinces (Dialect)
10,4,"CEBU, ILOILO, ISABELA, ZAMBOANGA DEL NORTE","CEBU (Region 7), ILOILO (Region 6), ISABELA (Region 2), ZAMBOANGA DEL NORTE (Region 9)","Region 7 (1), Region 6 (1), Region 2 (1), Region 9 (1)",0.9630720924300757,1.39460922350835,39.30650324674711,0.10082399375549284,-0.10821121662578283,1.3067782682948788,0.4840969757391128,24.924999999999997,4.61669550937467,0.7506562022918084,Bisaya/ Binisaya,1/4,"CEBU (Cebuano), ILOILO (Ilonggo), ISABELA (Ilocano), ZAMBOANGA DEL NORTE (Bisaya/ Binisaya)"
11,2,"COTABATO (NORTH COT.), LANAO DEL NORTE","COTABATO (NORTH COT.) (Region 12), LANAO DEL NORTE (Region 10)","Region 12 (1), Region 10 (1)",0.9270174905502543,6.1668305278768525,37.19762249632734,-2.312936146555752,1.7909360923339712,1.161916783786329,0.4232394447090963,37.3,4.8785547085286005,0.7967832458166779,Bisaya/ Binisaya,1/2,"COTABATO (NORTH COT.) (Ilonggo), LANAO DEL NORTE (Bisaya/ Binisaya)"
12,3,"LANAO DEL SUR, ORIENTAL MINDORO, SURIGAO DEL NORTE","LANAO DEL SUR (ARMM), ORIENTAL MINDORO (Region 4-B), SURIGAO DEL NORTE (Region 13)","ARMM (1), Region 4-B (1), Region 13 (1)",0.9453450879827753,2.3839328981697876,18.56033248527471,-1.085952021263034,0.28549881369144514,-0.11830045831237747,0.4511153443809217,38.833333333333336,5.2043002335892234,0.7216389065850487,Maranao,1/3,"LANAO DEL SUR (Maranao), ORIENTAL MINDORO (Tagalog), SURIGAO DEL NORTE (Surigaonon)"
13,1,LEYTE,LEYTE (Region 8),Region 8 (1),0.9651745599216883,2.4970702599384573,70.41143622634614,0.24157862597887367,0.3305228187494436,3.443412483419069,0.5029804978576964,25.1,4.32981367571958,0.769363700002403,Waray,1/1,LEYTE (Waray)
14,1,MAGUINDANAO,MAGUINDANAO (ARMM),ARMM (1),0.9394872193433358,8.905695918511555,70.39546824455947,-1.4781208178063598,2.880891587789605,3.4423156240799324,0.47708601585688937,38.5,6.1985617432231,0.72794811482886,Maguindanao,1/1,MAGUINDANAO (Maguindanao)
15,2,"EASTERN SAMAR, MISAMIS OCCIDENTAL","EASTERN SAMAR (Region 8), MISAMIS OCCIDENTAL (Region 10)","Region 8 (1), Region 10 (1)",0.9552736377460052,2.451089853997921,28.04270811913871,-0.4212619007213503,0.312224513067997,0.53305501103591,0.4617803295657239,39.599999999999994,5.30145784791448,0.7359153691728645,Bisaya/ Binisaya,1/2,"EASTERN SAMAR (Waray), MISAMIS OCCIDENTAL (Bisaya/ Binisaya)"
16,1,NORTHERN SAMAR,NORTHERN SAMAR (Region 8),Region 8 (1),0.9473500395602633,3.976941565352412,40.34963670736384,-0.9517258213142485,0.9194505796458082,1.3784323253653894,0.3961551017309672,51.8,5.11214910504043,0.753167530966733,Waray,1/1,NORTHERN SAMAR (Waray)
17,1,SAMAR (WESTERN SAMAR),SAMAR (WESTERN SAMAR) (Region 8),Region 8 (1),0.9516652653723183,6.419453110042772,74.31600070174264,-0.6628328778753124,1.8914694637984695,3.7116215825597845,0.5081461729621781,41.8,5.04898547370205,0.823300315219993,Waray,1/1,SAMAR (WESTERN SAMAR) (Waray)
18,1,SULU,SULU (ARMM),ARMM (1),0.8911925931487724,11.91982380900809,19.189179961794046,-4.711318180191041,4.080390208454372,-0.07510418988424847,0.3003835628309848,63.8,5.738980171048147,0.7039435445321326,Tausog/ Tausug,1/1,SULU (Tausog/ Tausug)
19,1,TAWI-TAWI,TAWI-TAWI (ARMM),ARMM (1),0.9328268942029645,4.72456947233217,25.6730986195907,-1.924011952561576,1.2169756601243855,0.37028376389841344,0.33961696514769446,15.2,5.738980171048147,0.7039435445321326,Sama/Samal,1/1,TAWI-TAWI (Sama/Samal)
