Epsilon,Num_High_Mean,Num_High_CI_Low,Num_High_CI_High,Num_Low_Mean,Num_Low_CI_Low,Num_Low_CI_High,Size_High_Mean,Size_High_CI_Low,Size_High_CI_High,Size_Low_Mean,Size_Low_CI_Low,Size_Low_CI_High
0.1,35.627,35.0,36.0,37.128,36.0,38.0,1.22080873015873,1.2,1.25,1.18525,1.1388888888888888,1.2105263157894737
0.15000000000000002,28.503,27.0,29.0,31.795,31.0,33.0,1.488183771209633,1.3571428571428572,1.5714285714285714,1.5968828201368523,1.5,1.696969696969697
0.20000000000000004,23.065,21.0,25.0,26.283,24.0,28.0,1.719424761904762,1.5449134199134198,1.9583333333333333,2.334163563288563,2.08,2.5714285714285716
0.25000000000000006,19.271,17.0,21.0,22.124,20.0,24.0,2.1328260780628043,1.6666666666666667,2.5714285714285716,2.9912607783292224,2.5454545454545454,3.4583333333333335
0.30000000000000004,13.629,11.975000000000001,15.0,22.317,20.0,25.0,2.235950083250083,1.6923076923076923,2.769230769230769,3.8250986196678993,3.380952380952381,4.173913043478261
0.3500000000000001,11.601,10.0,13.0,20.099,18.0,22.0,2.2020447940947943,1.7257575757575758,2.727272727272727,4.558301402454054,4.049940476190476,5.095357142857142
0.40000000000000013,11.5,9.0,14.0,17.639,15.0,20.0,2.617816328116328,1.8888888888888888,3.3333333333333335,5.179728678927711,4.4375,6.0
0.4500000000000001,10.038,8.0,12.0,15.828,13.0,18.0,3.382721717171717,2.375,4.1,5.795712026294998,4.933333333333334,6.706290849673202
0.5000000000000001,8.978,8.0,10.0,14.872,13.0,16.0,3.055711111111111,2.25,3.8,6.7842361667744004,5.8,7.8003124999999995
0.5500000000000002,8.614,7.0,10.0,12.987,11.0,15.0,3.1541123015873014,2.25,4.7,7.710867116217117,6.2727272727272725,8.785714285714286
0.6000000000000002,8.337,7.0,9.0,11.854,10.0,14.0,3.2013753968253966,2.125,5.2,8.74404923964924,7.0,10.183522727272726
0.6500000000000001,7.948,6.0,10.0,10.968,9.0,13.0,3.6877662698412697,1.8291666666666668,5.4,9.449914058164058,7.333333333333333,11.333333333333334
0.7000000000000002,6.855,5.0,9.0,10.603,9.0,12.0,4.012867063492064,1.8,6.555555555555555,9.756913325563326,7.6,11.8
0.7500000000000002,5.485,4.0,7.0,9.912,8.0,12.0,4.8686428571428575,2.25,7.857142857142857,10.234801873126873,8.3,12.335416666666665
0.8000000000000003,4.883,3.0,7.0,9.724,8.0,11.0,4.58509761904762,2.3333333333333335,7.5,10.965863636363636,8.777777777777779,13.3
0.8500000000000003,4.663,3.0,6.0,9.413,8.0,11.0,5.014421428571428,2.0,8.8,11.506437734487735,9.11111111111111,14.336111111111109
0.9000000000000002,4.83,3.0,7.0,8.543,7.0,10.0,5.805611904761905,2.75,9.833333333333334,12.420213095238095,9.625,15.700357142857142
0.9500000000000003,4.481,3.0,6.0,8.483,7.0,10.0,5.939911904761904,2.3333333333333335,10.333333333333334,12.888041233766232,9.875,16.601666666666667
1.0000000000000002,3.885,2.0,6.0,8.686,7.0,11.0,5.855392857142857,1.5,12.149999999999993,13.056065476190478,10.0,17.0
