,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANNUAL REGULAR INCOME AND DEPENDENCIES,,,,,,,,,,,,,,,,,,,,,,,,,,,
by LGU,,,,,,,,,,,,,,,,,,,,,,,,,,,
FY 2019 (Final),,,,,,,,,,,,,,,,,,,,,,,,,,,
In Php Million,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION,PROVINCE,LGU NAME,LGU TYPE,INCOME CLASS,LOCALLY SOURCED REVENUE (LSR),,,,,,,,,INTEREST INCOME,INTERNAL REVENUE ALLOTMENT (IRA),OTHER SHARES FROM NATIONAL TAX COLLECTION,,,,,,,ANNUAL REGULAR INCOME (ARI),LSR DEPENDENCY,IRA DEPENDENCY,OTHER SHARES FROM NATIONAL TAX DEPENDENCY,
,,,,,TAX REVENUE,,,,NON-TAX REVENUE,,,,TOTAL LOCALLY - SOURCED REVENUE (LSR),,,"Share From Economic Zone 
(RA 7227)",Share From EVAT,Share From National Wealth,Share From Pagcor/PCSO/Lotto,Share From Tobacco Excise Tax (RA 7171),Others,TOTAL OTHER SHARES FROM NATIONAL TAX COLLECTION,,,,,
,,,,,"Real Property Tax 
(General Fund)",Tax On Business,Other Taxes,Total Tax Revenue,Regulatory Fees,Service/User Charges,Receipts From Economic Enterprises,Total Non-Tax Revenue,,,,,,,,,,,,,,,
,,,,,,,,,,,,,a,,b,,,,,,,c,d,e = a / d,f = b / d,g = c / d,
Region XI,Davao De Oro,Nabunturan,Municipality,1st,4.19,35.03,1.43,40.64,8.97,38.56,17.82,65.34,105.98,0.31,205.52,0.00,0.00,0.05,0.23,0.00,0.01,0.29,312.10,34.0%,65.9%,0.1%,
Region XI,Davao De Oro,New Bataan,Municipality,1st,1.30,5.24,0.80,7.35,1.27,1.65,5.88,8.80,16.15,0.00,201.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,217.93,7.4%,92.6%,0.0%,
Region XI,Davao De Oro,Pantukan,Municipality,1st,2.55,10.04,1.76,14.35,5.05,6.49,40.04,51.59,65.93,0.15,260.95,0.00,0.00,0.00,0.10,0.00,0.00,0.10,327.14,20.2%,79.8%,0.0%,
Region XI,Davao Del Norte,Asuncion,Municipality,1st,3.26,2.13,0.82,6.21,2.29,1.34,8.55,12.18,18.39,0.12,178.86,0.00,0.00,0.01,0.01,0.00,0.00,0.02,197.38,9.3%,90.6%,0.0%,
Region XI,Davao Del Norte,Braulio E. Dujali,Municipality,4th,2.38,4.91,0.34,7.63,2.49,1.73,1.61,5.84,13.47,0.02,97.25,0.00,0.00,0.00,0.02,0.00,0.00,0.02,110.76,12.2%,87.8%,0.0%,
Region XI,Davao Del Norte,Carmen,Municipality,1st,6.49,21.99,1.29,29.78,6.53,10.07,13.64,30.25,60.02,0.08,182.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,242.56,24.7%,75.2%,0.0%,
Region XI,Davao Del Norte,Kapalong,Municipality,1st,3.46,18.82,1.21,23.49,7.95,4.07,7.59,19.60,43.09,0.13,293.94,0.00,0.00,0.00,0.19,0.00,0.00,0.19,337.34,12.8%,87.1%,0.1%,
Region XI,Davao Del Norte,New Corella,Municipality,2nd,3.63,5.49,0.79,9.91,2.02,1.95,16.81,20.79,30.69,0.00,165.92,0.00,0.00,0.00,0.14,0.00,0.00,0.14,196.75,15.6%,84.3%,0.1%,
Region XI,Davao Del Norte,San Isidro,Municipality,5th,1.36,0.77,0.31,2.44,1.37,2.09,0.00,3.46,5.90,0.06,101.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107.64,5.5%,94.5%,0.0%,
Region XI,Davao Del Norte,Santo Tomas,Municipality,1st,10.02,37.20,2.09,49.30,11.29,8.51,74.87,94.66,143.96,0.31,263.70,0.00,0.00,0.00,0.24,0.00,0.00,0.24,408.21,35.3%,64.6%,0.1%,
Region XI,Davao Del Norte,Talaingod,Municipality,2nd,0.26,0.84,0.33,1.43,0.57,1.09,0.00,1.67,3.10,0.02,185.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,188.77,1.6%,98.3%,0.0%,
Region XI,Davao Del Sur,Bansalan,Municipality,1st,1.80,10.23,1.03,13.07,4.87,3.05,17.36,25.29,38.36,0.16,157.81,0.00,0.00,0.00,0.11,0.00,0.00,0.11,196.44,19.5%,80.3%,0.1%,
Region XI,Davao Del Sur,Hagonoy,Municipality,2nd,2.57,7.90,0.74,11.21,4.39,1.77,2.77,8.92,20.13,0.23,139.45,0.00,0.00,0.00,0.06,0.00,0.01,0.07,159.88,12.6%,87.2%,0.0%,
Region XI,Davao Del Sur,Kiblawan,Municipality,2nd,0.99,2.82,0.59,4.40,2.23,1.78,3.23,7.24,11.64,0.06,176.99,0.00,0.00,0.00,0.02,0.00,0.00,0.02,188.70,6.2%,93.8%,0.0%,
Region XI,Davao Del Sur,Magsaysay,Municipality,3rd,1.21,3.97,1.05,6.23,1.52,3.98,3.88,9.38,15.60,0.05,165.15,0.00,0.00,0.00,0.04,0.00,0.00,0.04,180.84,8.6%,91.3%,0.0%,
Region XI,Davao Del Sur,Malalag,Municipality,2nd,1.44,3.60,0.70,5.75,2.39,2.13,25.53,30.05,35.80,0.04,126.95,0.00,0.00,0.00,0.01,0.00,0.00,0.01,162.80,22.0%,78.0%,0.0%,
Region XI,Davao Del Sur,Matanao,Municipality,2nd,2.15,4.17,0.84,7.17,2.68,3.77,3.98,10.43,17.60,0.15,159.10,0.00,0.00,0.00,0.04,0.00,0.00,0.04,176.89,9.9%,89.9%,0.0%,
Region XI,Davao Del Sur,Padada,Municipality,3rd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,
Region XI,Davao Del Sur,Santa Cruz,Municipality,1st,36.58,49.31,1.61,87.49,7.21,1.87,21.50,30.58,118.07,0.60,234.35,0.00,0.00,4.31,0.05,0.00,0.00,4.36,357.38,33.0%,65.6%,1.2%,
Region XI,Davao Del Sur,Sulop,Municipality,3rd,1.17,3.19,0.85,5.21,1.97,3.40,11.59,16.96,22.17,0.00,113.52,0.00,0.00,0.00,0.02,0.00,0.00,0.02,135.71,16.3%,83.6%,0.0%,
Region XI,Davao Occidental,Don Marcelino,Municipality,3rd,0.23,1.65,0.38,2.26,0.88,0.67,0.73,2.28,4.54,0.00,155.25,0.00,0.00,0.00,0.01,0.00,0.00,0.01,159.80,2.8%,97.2%,0.0%,
Region XI,Davao Occidental,Jose Abad Santos,Municipality,1st,0.26,1.49,0.60,2.35,0.85,0.29,0.35,1.49,3.84,0.14,256.26,0.00,0.00,0.00,0.03,0.00,0.00,0.03,260.27,1.5%,98.5%,0.0%,
Region XI,Davao Occidental,Malita,Municipality,1st,71.01,10.26,2.04,83.31,12.19,6.66,7.57,26.42,109.73,0.23,370.42,0.00,0.00,0.00,0.03,0.00,0.08,0.11,480.49,22.8%,77.1%,0.0%,
Region XI,Davao Occidental,Santa Maria,Municipality,2nd,0.56,6.80,1.13,8.49,3.81,3.55,5.42,12.78,21.28,0.00,149.57,0.00,0.00,0.00,0.01,0.00,0.00,0.01,170.85,12.5%,87.5%,0.0%,
Region XI,Davao Occidental,Sarangani,Municipality,4th,0.24,0.55,0.13,0.92,0.32,0.19,0.47,0.98,1.91,0.13,88.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.46,2.1%,97.8%,0.0%,
Region XI,Davao Oriental,Baganga,Municipality,1st,2.73,4.78,0.69,8.20,2.24,2.80,1.42,6.46,14.65,0.00,279.98,0.00,0.00,0.00,0.04,0.00,0.00,0.04,294.68,5.0%,95.0%,0.0%,
Region XI,Davao Oriental,Banaybanay,Municipality,2nd,2.86,2.79,0.53,6.18,1.47,3.27,7.16,11.91,18.09,0.00,167.28,0.00,0.00,0.00,0.06,0.00,0.00,0.06,185.43,9.8%,90.2%,0.0%,
Region XI,Davao Oriental,Boston,Municipality,3rd,0.26,0.56,0.17,0.99,0.23,0.34,0.13,0.69,1.68,0.05,113.72,0.00,0.00,0.00,0.02,0.00,0.00,0.02,115.48,1.5%,98.5%,0.0%,
Region XI,Davao Oriental,Caraga,Municipality,1st,1.58,1.60,0.61,3.80,0.75,0.63,0.46,1.84,5.63,0.00,204.43,0.00,0.00,0.14,0.01,0.00,0.00,0.15,210.21,2.7%,97.2%,0.1%,
Region XI,Davao Oriental,Cateel,Municipality,2nd,1.26,1.36,0.55,3.16,2.30,0.54,5.51,8.36,11.52,0.00,176.20,0.00,0.00,0.00,0.01,0.00,0.00,0.01,187.73,6.1%,93.9%,0.0%,
Region XI,Davao Oriental,Governor Generoso,Municipality,2nd,4.28,3.24,0.80,8.32,3.27,0.66,13.81,17.75,26.06,0.00,184.56,0.00,0.00,0.00,0.04,0.00,0.00,0.04,210.66,12.4%,87.6%,0.0%,
Region XI,Davao Oriental,Lupon,Municipality,1st,2.92,16.56,1.40,20.88,4.19,2.93,18.49,25.61,46.49,0.00,285.91,0.00,0.00,0.00,0.08,0.00,0.00,0.08,332.49,14.0%,86.0%,0.0%,
Region XI,Davao Oriental,Manay,Municipality,2nd,3.32,4.92,1.05,9.29,1.24,0.69,2.62,4.55,13.84,0.00,171.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,185.31,7.5%,92.5%,0.0%,
Region XI,Davao Oriental,San Isidro,Municipality,3rd,3.24,2.42,0.64,6.30,2.76,0.82,6.82,10.40,16.70,0.00,128.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144.85,11.5%,88.5%,0.0%,
Region XI,Davao Oriental,Tarragona,Municipality,3rd,0.45,0.31,0.45,1.22,0.21,1.04,0.08,1.33,2.55,0.01,125.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.82,2.0%,98.0%,0.0%,
Region XII,North Cotabato,Alamada,Municipality,1st,1.63,2.58,0.72,4.93,0.94,3.82,5.50,10.27,15.20,0.00,267.77,0.00,0.00,0.00,0.01,0.00,0.00,0.01,282.97,5.4%,94.6%,0.0%,
Region XII,North Cotabato,Aleosan,Municipality,3rd,1.42,0.62,0.39,2.43,1.03,1.93,1.72,4.69,7.12,0.04,134.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,141.64,5.0%,94.9%,0.0%,
Region XII,North Cotabato,Antipas,Municipality,2nd,1.29,3.63,0.66,5.57,1.15,0.92,2.46,4.54,10.11,1.13,165.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,176.23,5.7%,93.6%,0.0%,
Region XII,North Cotabato,Arakan,Municipality,1st,0.68,2.63,1.00,4.31,0.99,0.73,3.92,5.64,9.95,0.14,225.55,0.00,0.00,0.00,0.02,0.00,0.00,0.02,235.65,4.2%,95.7%,0.0%,
Region XII,North Cotabato,Banisilan,Municipality,2nd,1.03,0.60,0.29,1.93,0.84,0.67,4.52,6.02,7.95,0.00,199.10,0.00,0.00,0.00,0.03,0.00,0.00,0.03,207.08,3.8%,96.1%,0.0%,
Region XII,North Cotabato,Carmen,Municipality,1st,3.20,6.94,0.86,11.00,2.28,1.74,25.40,29.42,40.42,0.00,371.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,412.34,9.8%,90.2%,0.0%,
Region XII,North Cotabato,Kabacan,Municipality,1st,1.72,26.60,1.80,30.12,5.31,5.46,13.42,24.19,54.31,0.11,252.36,0.00,0.00,0.00,0.21,0.00,0.00,0.21,306.99,17.7%,82.2%,0.1%,
Region XII,North Cotabato,Libungan,Municipality,2nd,2.06,4.10,0.64,6.80,2.95,2.30,16.55,21.80,28.60,0.04,141.14,0.00,0.00,0.00,0.11,0.00,0.00,0.12,169.89,16.8%,83.1%,0.1%,
Region XII,North Cotabato,Magpet,Municipality,1st,2.25,1.81,0.52,4.58,1.46,2.45,3.08,7.00,11.58,0.05,237.32,0.00,0.00,0.00,0.03,0.00,0.00,0.03,248.98,4.7%,95.3%,0.0%,
Region XII,North Cotabato,Makilala,Municipality,1st,6.15,15.38,1.78,23.31,4.49,3.59,12.81,20.89,44.20,0.07,226.55,0.00,0.00,0.00,0.24,0.00,0.00,0.24,271.07,16.3%,83.6%,0.1%,
Region XII,North Cotabato,Matalam,Municipality,1st,4.33,6.84,0.81,11.99,1.58,1.41,5.36,8.35,20.35,0.64,240.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,261.88,7.8%,92.0%,0.0%,
Region XII,North Cotabato,Midsayap,Municipality,1st,6.15,31.60,2.49,40.24,7.74,6.10,13.86,27.69,67.93,0.19,328.81,0.00,0.00,0.01,0.28,0.00,0.00,0.29,397.22,17.1%,82.8%,0.1%,
Region XII,North Cotabato,M'Lang,Municipality,1st,3.73,10.43,3.01,17.17,4.85,2.56,13.16,20.56,37.74,0.36,239.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,277.85,13.6%,86.3%,0.0%,
Region XII,North Cotabato,Pigkawayan,Municipality,1st,2.64,3.60,0.52,6.76,1.11,2.01,7.16,10.28,17.05,0.07,198.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215.20,7.9%,92.0%,0.0%,
Region XII,North Cotabato,Pikit,Municipality,1st,1.08,4.41,1.15,6.64,1.63,1.78,6.08,9.49,16.13,0.00,384.79,0.00,0.00,0.00,0.04,0.00,0.00,0.04,400.96,4.0%,96.0%,0.0%,
Region XII,North Cotabato,President Roxas,Municipality,1st,1.55,6.04,0.64,8.23,0.94,9.38,6.54,16.86,25.09,0.03,212.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,237.32,10.6%,89.4%,0.0%,
Region XII,North Cotabato,Tulunan,Municipality,2nd,2.62,4.95,0.62,8.20,1.59,0.96,3.59,6.14,14.34,0.05,181.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,196.13,7.3%,92.7%,0.0%,
Region XII,Sarangani,Alabel,Municipality,1st,4.23,12.31,1.41,17.95,3.93,9.56,11.65,25.14,43.09,0.24,245.76,0.00,0.00,0.01,0.05,0.00,0.02,0.08,289.16,14.9%,85.0%,0.0%,
Region XII,Sarangani,Glan,Municipality,1st,2.62,8.11,2.66,13.38,3.91,2.75,4.97,11.63,25.02,0.00,326.54,0.00,0.00,0.00,0.04,0.00,0.00,0.04,351.60,7.1%,92.9%,0.0%,
Region XII,Sarangani,Kiamba,Municipality,1st,1.23,6.35,0.90,8.47,4.40,4.39,5.06,13.86,22.33,0.05,186.82,0.00,0.00,0.00,0.03,0.00,0.49,0.53,209.73,10.6%,89.1%,0.3%,
Region XII,Sarangani,Maasim,Municipality,1st,1.76,30.07,0.65,32.48,4.26,1.32,2.35,7.93,40.41,0.00,212.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,252.77,16.0%,84.0%,0.0%,
Region XII,Sarangani,Maitum,Municipality,2nd,0.98,4.07,0.49,5.54,6.31,1.44,7.75,15.50,21.04,0.00,153.66,0.00,0.00,0.00,0.01,0.00,0.00,0.01,174.71,12.0%,88.0%,0.0%,
Region XII,Sarangani,Malapatan,Municipality,1st,1.60,4.14,0.69,6.43,1.98,1.86,1.17,5.01,11.43,0.00,261.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,272.66,4.2%,95.8%,0.0%,
Region XII,Sarangani,Malungon,Municipality,1st,0.58,10.51,1.61,12.70,2.54,2.43,2.21,7.18,19.88,0.01,325.59,0.00,0.00,0.00,0.03,0.00,0.00,0.03,345.51,5.8%,94.2%,0.0%,
Region XII,South Cotabato,Banga,Municipality,1st,5.73,11.01,1.26,18.00,5.82,2.83,2.40,11.05,29.04,0.10,209.87,0.00,0.00,0.00,0.17,0.00,0.00,0.17,239.18,12.1%,87.7%,0.1%,
Region XII,South Cotabato,Lake Sebu,Municipality,1st,0.68,2.04,0.91,3.63,2.36,2.06,18.39,22.81,26.44,0.00,291.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,317.58,8.3%,91.7%,0.0%,
Region XII,South Cotabato,Norala,Municipality,3rd,3.77,3.27,0.64,7.68,2.15,1.88,2.63,6.65,14.34,0.07,129.58,0.00,0.00,0.00,0.22,0.00,0.00,0.22,144.21,9.9%,89.9%,0.2%,
Region XII,South Cotabato,Polomolok,Municipality,1st,32.86,76.28,3.75,112.88,15.25,16.15,36.54,67.94,180.82,4.78,338.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,524.01,34.5%,64.6%,0.0%,
Region XII,South Cotabato,Santo Niño,Municipality,3rd,3.57,3.52,1.07,8.16,1.92,1.16,4.41,7.49,15.65,0.03,114.20,0.00,0.00,0.00,0.13,0.00,0.00,0.13,130.01,12.0%,87.8%,0.1%,
Region XII,South Cotabato,Surallah,Municipality,1st,5.06,43.17,1.64,49.87,14.16,7.19,28.04,49.40,99.26,0.18,259.90,0.00,0.00,0.00,0.37,0.00,0.00,0.37,359.72,27.6%,72.3%,0.1%,
Region XII,South Cotabato,Tampakan,Municipality,2nd,2.17,4.62,0.77,7.55,1.87,2.64,4.58,9.09,16.64,0.13,161.64,0.00,0.00,0.57,0.13,0.00,0.00,0.71,179.12,9.3%,90.2%,0.4%,
Region XII,South Cotabato,Tantangan,Municipality,3rd,2.37,1.42,0.40,4.19,1.51,2.67,3.42,7.60,11.79,0.00,122.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,134.16,8.8%,91.2%,0.0%,
Region XII,South Cotabato,T'Boli,Municipality,1st,2.89,10.53,0.96,14.38,3.43,0.95,7.42,11.80,26.18,0.03,329.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355.66,7.4%,92.6%,0.0%,
Region XII,South Cotabato,Tupi,Municipality,1st,6.06,14.45,1.54,22.05,5.49,3.03,53.70,62.21,84.26,0.00,184.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,269.18,31.3%,68.7%,0.0%,
Region XII,Sultan Kudarat,Bagumbayan,Municipality,1st,1.49,2.31,0.77,4.57,1.06,1.42,1.05,3.53,8.10,0.07,252.89,0.00,0.00,0.00,0.01,0.00,0.00,0.01,261.07,3.1%,96.9%,0.0%,
Region XII,Sultan Kudarat,Columbio,Municipality,1st,1.23,1.97,0.41,3.61,2.16,2.37,4.20,8.73,12.34,0.01,239.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,251.57,4.9%,95.1%,0.0%,
Region XII,Sultan Kudarat,Esperanza,Municipality,1st,2.14,6.49,0.46,9.09,2.01,1.79,8.47,12.27,21.36,0.05,194.35,0.00,0.00,0.00,0.02,0.00,0.03,0.06,215.81,9.9%,90.1%,0.0%,
Region XII,Sultan Kudarat,Isulan,Municipality,1st,6.01,37.82,1.64,45.47,7.87,32.07,0.00,39.95,85.41,0.13,270.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355.65,24.0%,75.9%,0.0%,
Region XII,Sultan Kudarat,Kalamansig,Municipality,1st,0.99,2.48,0.85,4.33,1.30,2.90,0.00,4.21,8.53,0.36,227.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,236.78,3.6%,96.2%,0.0%,
Region XII,Sultan Kudarat,Lambayong,Municipality,2nd,3.40,6.41,0.79,10.60,1.29,1.20,1.48,3.98,14.58,0.02,196.25,0.00,0.00,0.00,0.02,0.00,0.00,0.02,210.86,6.9%,93.1%,0.0%,
Region XII,Sultan Kudarat,Lebak,Municipality,1st,3.07,6.29,0.85,10.20,2.15,1.51,4.24,7.90,18.10,0.11,255.61,0.00,0.00,0.00,0.17,0.00,0.82,0.99,274.81,6.6%,93.0%,0.4%,
Region XII,Sultan Kudarat,Lutayan,Municipality,2nd,1.24,0.53,0.20,1.97,0.38,0.55,0.00,0.93,2.90,0.00,180.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,183.50,1.6%,98.4%,0.0%,
Region XII,Sultan Kudarat,Palimbang,Municipality,2nd,0.43,0.53,0.40,1.37,0.31,0.20,0.18,0.69,2.06,0.00,260.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,262.51,0.8%,99.2%,0.0%,
Region XII,Sultan Kudarat,President Quirino,Municipality,3rd,2.58,1.47,0.53,4.58,0.42,1.49,0.00,1.90,6.48,0.00,134.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,141.46,4.6%,95.4%,0.0%,
Region XII,Sultan Kudarat,Sen. Ninoy Aquino,Municipality,3rd,0.80,1.17,0.33,2.30,0.63,1.22,0.00,1.84,4.15,0.00,154.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,158.66,2.6%,97.4%,0.0%,
Region XIII,Agusan Del Norte,Buenavista,Municipality,1st,1.12,10.14,1.10,12.36,5.54,3.70,6.73,15.96,28.32,0.08,211.80,0.00,0.00,0.02,0.08,0.00,0.00,0.11,240.31,11.8%,88.1%,0.0%,
Region XIII,Agusan Del Norte,Carmen,Municipality,4th,0.33,2.23,0.43,2.99,1.05,0.87,2.82,4.74,7.74,0.01,102.32,0.00,0.00,0.04,0.04,0.00,0.00,0.08,110.14,7.0%,92.9%,0.1%,
Region XIII,Agusan Del Norte,Jabonga,Municipality,3rd,0.23,0.58,0.25,1.06,0.59,16.04,0.48,17.10,18.16,0.00,119.02,0.00,0.00,0.02,0.04,0.00,0.00,0.06,137.24,13.2%,86.7%,0.0%,
Region XIII,Agusan Del Norte,Kitcharao,Municipality,4th,0.27,1.64,0.32,2.23,0.86,0.39,6.63,7.88,10.11,0.00,91.78,0.00,0.00,0.00,0.04,0.00,0.00,0.04,101.94,9.9%,90.0%,0.0%,
Region XIII,Agusan Del Norte,Las Nieves,Municipality,2nd,0.38,1.57,0.31,2.26,1.16,1.58,0.00,2.74,5.00,0.04,175.03,0.00,0.00,0.02,0.02,0.00,0.00,0.04,180.12,2.8%,97.2%,0.0%,
Region XIII,Agusan Del Norte,Magallanes,Municipality,4th,0.86,6.82,0.30,7.98,1.15,3.83,2.98,7.96,15.93,0.06,74.72,0.00,0.00,0.01,0.04,0.00,0.00,0.05,90.76,17.6%,82.3%,0.1%,
Region XIII,Agusan Del Norte,Nasipit,Municipality,3rd,0.74,12.88,0.94,14.56,4.02,2.48,5.46,11.96,26.52,0.04,125.39,0.00,0.00,0.00,0.06,0.00,0.00,0.06,152.01,17.4%,82.5%,0.0%,
Region XIII,Agusan Del Norte,Remedios T. Romualdez,Municipality,5th,0.39,1.99,0.37,2.75,0.79,0.45,3.45,4.68,7.43,0.04,72.33,0.00,0.00,0.03,0.03,0.00,0.00,0.06,79.87,9.3%,90.6%,0.1%,
Region XIII,Agusan Del Norte,Santiago,Municipality,4th,0.19,3.83,0.25,4.27,1.00,0.51,0.38,1.89,6.16,0.00,117.83,0.00,0.00,1.17,0.06,0.00,0.00,1.23,125.23,4.9%,94.1%,1.0%,
Region XIII,Agusan Del Norte,Tubay,Municipality,4th,0.46,11.40,0.71,12.58,1.71,0.75,0.56,3.02,15.59,0.00,96.51,0.00,0.00,11.20,0.04,0.00,0.00,11.25,123.34,12.6%,78.2%,9.1%,
Region XIII,Agusan Del Sur,Bunawan,Municipality,1st,4.39,42.25,26.16,72.80,9.60,1.77,1.90,13.26,86.06,0.13,190.86,0.00,0.00,32.28,0.06,0.00,0.00,32.35,309.40,27.8%,61.7%,10.5%,
Region XIII,Agusan Del Sur,Esperanza,Municipality,1st,1.78,3.32,0.83,5.93,2.21,6.32,4.70,13.23,19.16,0.22,344.78,0.00,0.00,0.00,0.07,0.00,0.00,0.07,364.24,5.3%,94.7%,0.0%,
Region XIII,Agusan Del Sur,La Paz,Municipality,1st,0.36,1.01,0.33,1.70,0.80,1.07,1.64,3.52,5.22,0.02,321.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,327.11,1.6%,98.4%,0.0%,
Region XIII,Agusan Del Sur,Loreto,Municipality,1st,0.45,1.52,0.34,2.32,0.39,1.62,0.00,2.00,4.32,0.20,342.23,0.00,0.00,0.00,0.06,0.00,0.00,0.06,346.82,1.2%,98.7%,0.0%,
Region XIII,Agusan Del Sur,Prosperidad,Municipality,1st,2.63,6.90,1.75,11.27,5.52,4.93,16.65,27.10,38.37,0.24,251.02,0.00,0.00,0.01,0.11,0.00,0.00,0.12,289.76,13.2%,86.6%,0.0%,
Region XIII,Agusan Del Sur,Rosario,Municipality,2nd,7.98,13.10,0.65,21.72,6.46,2.04,7.56,16.06,37.78,0.07,172.54,0.00,0.00,0.00,0.08,0.00,0.00,0.08,210.47,18.0%,82.0%,0.0%,
Region XIII,Agusan Del Sur,San Francisco,Municipality,1st,9.74,42.81,4.76,57.30,8.85,9.34,35.42,53.61,110.91,0.00,219.34,0.00,0.00,0.02,0.12,0.00,0.00,0.14,330.39,33.6%,66.4%,0.0%,
Region XIII,Agusan Del Sur,San Luis,Municipality,1st,0.48,1.82,0.41,2.72,1.61,0.57,4.46,6.64,9.36,0.01,241.32,0.00,0.00,0.00,0.05,0.00,0.00,0.05,250.73,3.7%,96.2%,0.0%,
Region XIII,Agusan Del Sur,Santa Josefa,Municipality,3rd,1.26,3.84,0.35,5.46,1.34,5.93,2.34,9.61,15.07,0.06,132.81,0.00,0.00,0.00,0.05,0.00,0.00,0.05,147.98,10.2%,89.7%,0.0%,
Region XIII,Agusan Del Sur,Sibagat,Municipality,1st,0.75,1.21,0.42,2.37,1.04,3.95,10.68,15.67,18.05,0.03,175.91,0.00,0.00,0.01,0.07,0.00,0.00,0.08,194.06,9.3%,90.6%,0.0%,
Region XIII,Agusan Del Sur,Talacogon,Municipality,2nd,0.97,3.98,0.56,5.51,3.68,1.52,17.35,22.55,28.06,0.09,162.26,0.00,0.00,0.00,0.08,0.00,0.00,0.08,190.48,14.7%,85.2%,0.0%,
Region XIII,Agusan Del Sur,Trento,Municipality,1st,3.14,13.98,0.90,18.03,5.65,5.59,15.77,27.00,45.03,0.10,208.48,0.00,0.00,0.00,0.13,0.00,0.00,0.13,253.74,17.7%,82.2%,0.1%,
Region XIII,Agusan Del Sur,Veruela,Municipality,2nd,0.76,2.21,0.36,3.32,1.99,2.41,2.52,6.92,10.24,0.02,167.74,0.00,0.00,0.00,0.04,0.00,0.00,0.04,178.04,5.8%,94.2%,0.0%,
Region XIII,Dinagat Islands,Basilisa,Municipality,4th,0.29,0.66,0.31,1.26,1.13,1.32,0.00,2.45,3.71,0.00,108.61,0.00,0.00,0.00,0.04,0.00,0.00,0.04,112.37,3.3%,96.7%,0.0%,
Region XIII,Dinagat Islands,Cagdianao,Municipality,3rd,0.52,30.91,0.28,31.72,2.30,1.54,0.00,3.85,35.56,1.07,101.46,0.00,0.00,26.16,0.04,0.00,0.00,26.20,164.29,21.6%,61.8%,15.9%,
Region XIII,Dinagat Islands,Dinagat,Municipality,5th,0.22,1.03,0.16,1.42,0.79,0.55,0.00,1.33,2.75,0.02,73.41,0.00,0.00,0.00,0.06,0.00,0.00,0.06,76.25,3.6%,96.3%,0.1%,
Region XIII,Dinagat Islands,Libjo,Municipality,5th,0.34,3.26,0.41,4.01,1.70,2.03,0.00,3.74,7.75,0.00,91.73,0.00,0.00,1.03,0.01,0.00,0.00,1.04,100.52,7.7%,91.3%,1.0%,
Region XIII,Dinagat Islands,Loreto,Municipality,4th,0.26,11.27,0.22,11.75,2.34,1.21,0.00,3.55,15.30,0.07,90.24,0.00,0.00,2.34,0.03,0.00,0.00,2.37,107.98,14.2%,83.6%,2.2%,
Region XIII,Dinagat Islands,San Jose,Municipality,4th,0.67,1.58,0.43,2.68,1.76,3.61,0.00,5.37,8.05,0.05,82.62,0.00,0.00,0.00,0.16,0.00,0.00,0.16,90.87,8.9%,90.9%,0.2%,
Region XIII,Dinagat Islands,Tubajon,Municipality,5th,0.18,3.44,0.11,3.73,0.34,0.35,0.00,0.69,4.43,0.00,61.38,0.00,0.00,1.77,0.02,0.00,0.00,1.79,67.59,6.5%,90.8%,2.6%,
