Epsilon,Num_Balls_Mean,Num_Balls_CI_Lower,Num_Balls_CI_Upper,Avg_Ball_Size_Mean,Avg_Ball_Size_CI_Lower,Avg_Ball_Size_CI_Upper
0.1,81.0,81.0,81.0,1.0617283950617284,1.0617283950617284,1.0617283950617284
0.15000000000000002,69.0,67.0,70.0,1.2939632790559445,1.2753623188405796,1.3043478260869565
0.20000000000000004,59.972,58.0,61.0,1.5918220885793233,1.55,1.6440677966101696
0.25000000000000006,49.183,47.0,52.0,2.0729204616795247,1.98,2.1765588235294113
0.30000000000000004,43.138,40.0,46.0,2.465203187016879,2.3333333333333335,2.604651162790698
0.3500000000000001,37.045,34.0,39.02499999999998,3.1778794864683215,2.9722222222222223,3.388888888888889
0.40000000000000013,34.133,32.0,37.0,3.549817226086305,3.25,3.8529411764705883
0.4500000000000001,30.329,28.0,33.0,4.1624616069553975,3.8275862068965516,4.517241379310345
0.5000000000000001,26.056,24.0,28.0,4.846729667742441,4.374884259259259,5.333333333333333
0.5500000000000002,22.615,21.0,24.0,5.77972228307924,5.190476190476191,6.4097332015810276
0.6000000000000002,20.516,19.0,22.0,6.532356469401435,5.75,7.238392857142857
0.6500000000000001,18.761,17.0,20.0,7.155848136886334,6.2767156862745095,8.0
0.7000000000000002,17.977,17.0,19.024999999999977,7.574684378224974,6.705882352941177,8.474342105263156
0.7500000000000002,16.873,15.0,19.0,8.180710276917786,7.116372549019608,9.176470588235293
0.8000000000000003,15.954,15.0,17.0,8.715239017273577,7.5625,9.882352941176471
0.8500000000000003,15.241,14.0,16.0,8.984531337535014,7.6,10.333333333333334
0.9000000000000002,14.945,14.0,16.0,9.251097527472528,7.857142857142857,10.6
0.9500000000000003,14.474,13.0,16.0,9.582193223443223,8.141208791208792,11.0
1.0000000000000002,13.846,13.0,15.0,9.908360531135532,8.166346153846153,11.333928571428572
