Province,Birth,Death
ABRA,0.0,0.003951279363159823
ABRA,0.0,0.006808819952433662
ABRA,0.0,0.008339682664657221
ABRA,0.0,0.01041464231155262
ABRA,0.0,0.01080769970454094
ABRA,0.0,0.012026215750199102
ABRA,0.0,0.012895232021493373
ABRA,0.0,0.01325342449980403
ABRA,0.0,0.013342375951382128
ABRA,0.0,0.01398613255047242
ABRA,0.0,0.01421846493283058
ABRA,0.0,0.014225157807650162
ABRA,0.0,0.015426995948701875
ABRA,0.0,0.015489823353471882
ABRA,0.0,0.015651327360190308
ABRA,0.0,0.01615244417329655
ABRA,0.0,0.016387570826389457
ABRA,0.0,0.016539877690587932
ABRA,0.0,0.016630482319845968
ABRA,0.0,0.01734556649109632
ABRA,0.0,0.018209607755643207
ABRA,0.0,0.018757825119737302
ABRA,0.0,0.019624016213652767
ABRA,0.0,0.019699092525499565
ABRA,0.0,0.01979359087286609
ABRA,0.0,0.019972781942657995
ABRA,0.0,0.02027313016599364
ABRA,0.0,0.02048716595813221
ABRA,0.0,0.021728036255229687
ABRA,0.0,0.022519493761868417
ABRA,0.0,0.02276263187858326
ABRA,0.0,0.022951807202640416
ABRA,0.0,0.023090316738714218
ABRA,0.0,0.02321360516085388
ABRA,0.0,0.02356106901815124
ABRA,0.0,0.023899263744910075
ABRA,0.0,0.024198001214285354
ABRA,0.0,0.02451096951791195
ABRA,0.0,0.02509154404455764
ABRA,0.0,0.025170379251880322
ABRA,0.0,0.025212644035418914
ABRA,0.0,0.025401345368133217
ABRA,0.0,0.025436736324914496
ABRA,0.0,0.02557166893817466
ABRA,0.0,0.02584317866255443
ABRA,0.0,0.027698987377441756
ABRA,0.0,0.027739629741633406
ABRA,0.0,0.02775330518514205
ABRA,0.0,0.027767407223494796
ABRA,0.0,0.027902668857696298
ABRA,0.0,0.027938612845418997
ABRA,0.0,0.028397192969772733
ABRA,0.0,0.028597195654315916
ABRA,0.0,0.02915264586142241
ABRA,0.0,0.029985791038110186
ABRA,0.0,0.030144957446959598
ABRA,0.0,0.030161000071992388
ABRA,0.0,0.030722325206384637
ABRA,0.0,0.030759702292176703
ABRA,0.0,0.031167702734410458
ABRA,0.0,0.03134758772371724
ABRA,0.0,0.031436442001412775
ABRA,0.0,0.031458972895990124
ABRA,0.0,0.03173683124095872
ABRA,0.0,0.03216235464590508
ABRA,0.0,0.03233094827943844
ABRA,0.0,0.03238970306744114
ABRA,0.0,0.03266040827279744
ABRA,0.0,0.03303581901153571
ABRA,0.0,0.03352179776353044
ABRA,0.0,0.03377635125129236
ABRA,0.0,0.03396056597205435
ABRA,0.0,0.03401304467561396
ABRA,0.0,0.03429047335670649
ABRA,0.0,0.03437055474508784
ABRA,0.0,0.035110281593300596
ABRA,0.0,0.03516092266460705
ABRA,0.0,0.035208048869691595
ABRA,0.0,0.03529221514538851
ABRA,0.0,0.036199065701263876
ABRA,0.0,0.03621684158118303
ABRA,0.0,0.03637921123334405
ABRA,0.0,0.03673348481417017
