Node ID,No. Provinces,Provinces Included,Provinces (Region),No. of Provinces in each Region,Mean Entropy (Raw),Mean L2 Norm (Raw),Mean Total Persistence (Raw),Mean Entropy (Scaled),Mean L2 Norm (Scaled),Mean Total Persistence (Scaled),Mean Admin Vote Share,Mean 2021 Poverty Incidence,Mean HHI,Mean GINI,Majority Dominant Dialect,Major Dialect Ratio,Provinces (Dialect)
0,10,"ABRA, AGUSAN DEL SUR, BOHOL, CAMIGUIN, DAVAO DEL SUR, DINAGAT ISLANDS, IFUGAO, ISABELA, NUEVA VIZCAYA, ZAMBOANGA DEL SUR","ABRA (CAR), AGUSAN DEL SUR (Region 13), BOHOL (Region 7), CAMIGUIN (Region 10), DAVAO DEL SUR (Region 11), DINAGAT ISLANDS (Region 13), IFUGAO (CAR), ISABELA (Region 2), NUEVA VIZCAYA (Region 2), ZAMBOANGA DEL SUR (Region 9)","CAR (2), Region 13 (2), Region 2 (2), Region 7 (1), Region 10 (1), Region 11 (1), Region 9 (1)",0.9652430763786745,0.8571127788177471,19.108324676379826,0.031127051709634423,-0.10110556910988337,0.17919413227078243,0.3931562276249081,16.240000000000002,4.911517763376365,0.7865715907153606,Bisaya/ Binisaya,3/10,"ABRA (Ilocano), AGUSAN DEL SUR (Manobo), BOHOL (Boholano), CAMIGUIN (Cebuano), DAVAO DEL SUR (Bisaya/ Binisaya), DINAGAT ISLANDS (Bisaya/ Binisaya), IFUGAO (Tuwali), ISABELA (Ilocano), NUEVA VIZCAYA (Ilocano), ZAMBOANGA DEL SUR (Bisaya/ Binisaya)"
1,38,"AGUSAN DEL NORTE, AGUSAN DEL SUR, AKLAN, ALBAY, ANTIQUE, BATANGAS, BENGUET, BOHOL, BUKIDNON, CAMIGUIN, CATANDUANES, COTABATO, DAVAO DE ORO, DAVAO DEL NORTE, DAVAO DEL SUR, DAVAO OCCIDENTAL, DINAGAT ISLANDS, GUIMARAS, IFUGAO, ISABELA, KALINGA, LA UNION, MISAMIS OCCIDENTAL, NCR - MANILA, NEGROS OCCIDENTAL, NORTHERN SAMAR, NUEVA ECIJA, OCCIDENTAL MINDORO, ORIENTAL MINDORO, PALAWAN, QUEZON, QUIRINO, RIZAL, SAMAR, SORSOGON, SULU, SURIGAO DEL NORTE, ZAMBOANGA DEL SUR","AGUSAN DEL NORTE (Region 13), AGUSAN DEL SUR (Region 13), AKLAN (Region 6), ALBAY (Region 5), ANTIQUE (Region 6), BATANGAS (Region 4-A), BENGUET (CAR), BOHOL (Region 7), BUKIDNON (Region 10), CAMIGUIN (Region 10), CATANDUANES (Region 5), COTABATO (Region 12), DAVAO DE ORO (Region 11), DAVAO DEL NORTE (Region 11), DAVAO DEL SUR (Region 11), DAVAO OCCIDENTAL (Region 11), DINAGAT ISLANDS (Region 13), GUIMARAS (Region 6), IFUGAO (CAR), ISABELA (Region 2), KALINGA (CAR), LA UNION (Region 1), MISAMIS OCCIDENTAL (Region 10), NCR - MANILA (NCR), NEGROS OCCIDENTAL (Region 6), NORTHERN SAMAR (Region 8), NUEVA ECIJA (Region 3), OCCIDENTAL MINDORO (Region 4-B), ORIENTAL MINDORO (Region 4-B), PALAWAN (Region 4-B), QUEZON (Region 4-A), QUIRINO (Region 2), RIZAL (Region 4-A), SAMAR (Region 8), SORSOGON (Region 5), SULU (BARMM), SURIGAO DEL NORTE (Region 13), ZAMBOANGA DEL SUR (Region 9)","Region 13 (4), Region 6 (4), Region 11 (4), Region 4-A (3), CAR (3), Region 10 (3), Region 5 (3), Region 4-B (3), Region 2 (2), Region 8 (2), Region 7 (1), Region 12 (1), Region 1 (1), NCR (1), Region 3 (1), BARMM (1), Region 9 (1)",0.9658160658444868,0.8381053051796679,17.242893024833414,0.06761950918448799,-0.10813732083048619,0.005687134713668353,0.35954832200224773,15.939473684210528,5.105767315687632,0.7613432806631882,Bisaya/ Binisaya,7/38,"AGUSAN DEL NORTE (Bisaya/ Binisaya), AGUSAN DEL SUR (Manobo), AKLAN (Other Local Ethnicity), ALBAY (Bikol/Bicol), ANTIQUE (Karay-a), BATANGAS (Tagalog), BENGUET (Kankanaey), BOHOL (Boholano), BUKIDNON (Cebuano), CAMIGUIN (Cebuano), CATANDUANES (Bikol/Bicol), COTABATO (Ilonggo), DAVAO DE ORO (Bisaya/ Binisaya), DAVAO DEL NORTE (Bisaya/ Binisaya), DAVAO DEL SUR (Bisaya/ Binisaya), DAVAO OCCIDENTAL (Tagakaulo), DINAGAT ISLANDS (Bisaya/ Binisaya), GUIMARAS (Ilonggo), IFUGAO (Tuwali), ISABELA (Ilocano), KALINGA (Ilocano), LA UNION (Ilocano), MISAMIS OCCIDENTAL (Bisaya/ Binisaya), NCR - MANILA (Tagalog), NEGROS OCCIDENTAL (Ilonggo), NORTHERN SAMAR (Waray), NUEVA ECIJA (Tagalog), OCCIDENTAL MINDORO (Tagalog), ORIENTAL MINDORO (Tagalog), PALAWAN (Cuyonen/ Cuyunon), QUEZON (Tagalog), QUIRINO (Ilocano), RIZAL (Tagalog), SAMAR (Waray), SORSOGON (Bikol/Bicol), SULU (Tausog/ Tausug), SURIGAO DEL NORTE (Surigaonon), ZAMBOANGA DEL SUR (Bisaya/ Binisaya)"
2,26,"APAYAO, AURORA, BASILAN, BENGUET, BUKIDNON, CAGAYAN, CAPIZ, CATANDUANES, COTABATO, EASTERN SAMAR, GUIMARAS, KALINGA, LA UNION, MAGUINDANAO, MISAMIS ORIENTAL, NCR - MANILA, NCR - SECOND DISTRICT, NUEVA ECIJA, PALAWAN, QUEZON, RIZAL, SARANGANI, SORSOGON, SURIGAO DEL NORTE, TAGUIG - PATEROS, TAWI-TAWI","APAYAO (CAR), AURORA (Region 3), BASILAN (BARMM), BENGUET (CAR), BUKIDNON (Region 10), CAGAYAN (Region 2), CAPIZ (Region 6), CATANDUANES (Region 5), COTABATO (Region 12), EASTERN SAMAR (Region 8), GUIMARAS (Region 6), KALINGA (CAR), LA UNION (Region 1), MAGUINDANAO (BARMM), MISAMIS ORIENTAL (Region 10), NCR - MANILA (NCR), NCR - SECOND DISTRICT (NCR), NUEVA ECIJA (Region 3), PALAWAN (Region 4-B), QUEZON (Region 4-A), RIZAL (Region 4-A), SARANGANI (Region 12), SORSOGON (Region 5), SURIGAO DEL NORTE (Region 13), TAGUIG - PATEROS (NCR), TAWI-TAWI (BARMM)","CAR (3), BARMM (3), NCR (3), Region 3 (2), Region 10 (2), Region 6 (2), Region 5 (2), Region 12 (2), Region 4-A (2), Region 2 (1), Region 8 (1), Region 1 (1), Region 4-B (1), Region 13 (1)",0.961873995925274,1.6419779345060257,16.491411706258056,-0.1834423819548127,0.18925268754426083,-0.06420943169131463,0.3540337477610268,13.684615384615386,5.283579072853148,0.7535034107308867,Tagalog,7/26,"APAYAO (Ilocano), AURORA (Tagalog), BASILAN (Yakan), BENGUET (Kankanaey), BUKIDNON (Cebuano), CAGAYAN (Ilocano), CAPIZ (Capizeño), CATANDUANES (Bikol/Bicol), COTABATO (Ilonggo), EASTERN SAMAR (Waray), GUIMARAS (Ilonggo), KALINGA (Ilocano), LA UNION (Ilocano), MAGUINDANAO (Maguindanao), MISAMIS ORIENTAL (Bisaya/ Binisaya), NCR - MANILA (Tagalog), NCR - SECOND DISTRICT (Tagalog), NUEVA ECIJA (Tagalog), PALAWAN (Cuyonen/ Cuyunon), QUEZON (Tagalog), RIZAL (Tagalog), SARANGANI (Blaan), SORSOGON (Bikol/Bicol), SURIGAO DEL NORTE (Surigaonon), TAGUIG - PATEROS (Tagalog), TAWI-TAWI (Sama/Samal)"
3,1,BASILAN,BASILAN (BARMM),BARMM (1),0.9277401829800311,5.389301176238712,32.74116643487834,-2.357350964362351,1.5755624704456201,1.4472081277058066,0.4880817197353931,42.5,5.69915818895909,0.732576478300172,Yakan,1/1,BASILAN (Yakan)
4,5,"BATAAN, CAMARINES SUR, DAVAO ORIENTAL, NCR - FOURTH DISTRICT, NUEVA VIZCAYA","BATAAN (Region 3), CAMARINES SUR (Region 5), DAVAO ORIENTAL (Region 11), NCR - FOURTH DISTRICT (NCR), NUEVA VIZCAYA (Region 2)","Region 3 (1), Region 5 (1), Region 11 (1), NCR (1), Region 2 (1)",0.9726403769428122,0.3191753400171572,12.527661958521659,0.5022450955339356,-0.30011373731192514,-0.4328845944759635,0.32807438879965833,14.779999999999998,5.097079904700908,0.7959617287114994,Tagalog,2/5,"BATAAN (Tagalog), CAMARINES SUR (Bikol/Bicol), DAVAO ORIENTAL (Mandaya), NCR - FOURTH DISTRICT (Tagalog), NUEVA VIZCAYA (Ilocano)"
5,19,"ALBAY, ANTIQUE, BATANES, BATANGAS, BILIRAN, BULACAN, DAVAO DEL NORTE, ILOCOS NORTE, KALINGA, MASBATE, NCR - THIRD DISTRICT, NORTHERN SAMAR, NUEVA ECIJA, OCCIDENTAL MINDORO, ORIENTAL MINDORO, PALAWAN, PAMPANGA, SIQUIJOR, TAGUIG - PATEROS","ALBAY (Region 5), ANTIQUE (Region 6), BATANES (Region 2), BATANGAS (Region 4-A), BILIRAN (Region 8), BULACAN (Region 3), DAVAO DEL NORTE (Region 11), ILOCOS NORTE (Region 1), KALINGA (CAR), MASBATE (Region 5), NCR - THIRD DISTRICT (NCR), NORTHERN SAMAR (Region 8), NUEVA ECIJA (Region 3), OCCIDENTAL MINDORO (Region 4-B), ORIENTAL MINDORO (Region 4-B), PALAWAN (Region 4-B), PAMPANGA (Region 3), SIQUIJOR (Region 7), TAGUIG - PATEROS (NCR)","Region 3 (3), Region 4-B (3), Region 5 (2), Region 8 (2), NCR (2), Region 6 (1), Region 2 (1), Region 4-A (1), Region 11 (1), Region 1 (1), CAR (1), Region 7 (1)",0.9662283129479192,0.5120816892738658,13.209736853206135,0.09387463390968609,-0.22874867433040655,-0.36944363860514295,0.33806382042328953,9.942105263157895,5.349975438657503,0.7324641976771413,Tagalog,7/19,"ALBAY (Bikol/Bicol), ANTIQUE (Karay-a), BATANES (Ivatan), BATANGAS (Tagalog), BILIRAN (Bisaya/ Binisaya), BULACAN (Tagalog), DAVAO DEL NORTE (Bisaya/ Binisaya), ILOCOS NORTE (Ilocano), KALINGA (Ilocano), MASBATE (Masbateño/ Masbatenon), NCR - THIRD DISTRICT (Tagalog), NORTHERN SAMAR (Waray), NUEVA ECIJA (Tagalog), OCCIDENTAL MINDORO (Tagalog), ORIENTAL MINDORO (Tagalog), PALAWAN (Cuyonen/ Cuyunon), PAMPANGA (Kapampangan), SIQUIJOR (Bisaya/ Binisaya), TAGUIG - PATEROS (Tagalog)"
6,10,"BILIRAN, BULACAN, CAMARINES NORTE, ILOCOS NORTE, ILOILO, MASBATE, NCR - THIRD DISTRICT, PAMPANGA, PANGASINAN, ZAMBALES","BILIRAN (Region 8), BULACAN (Region 3), CAMARINES NORTE (Region 5), ILOCOS NORTE (Region 1), ILOILO (Region 6), MASBATE (Region 5), NCR - THIRD DISTRICT (NCR), PAMPANGA (Region 3), PANGASINAN (Region 1), ZAMBALES (Region 3)","Region 3 (3), Region 5 (2), Region 1 (2), Region 8 (1), Region 6 (1), NCR (1)",0.9722707637268873,0.48742837967979413,15.3948238793543,0.47870523072129584,-0.2378690843047953,-0.1662049463734116,0.3456822258785252,11.71,5.253529344641083,0.7450503415386323,Tagalog,3/10,"BILIRAN (Bisaya/ Binisaya), BULACAN (Tagalog), CAMARINES NORTE (Bikol/Bicol), ILOCOS NORTE (Ilocano), ILOILO (Ilonggo), MASBATE (Masbateño/ Masbatenon), NCR - THIRD DISTRICT (Tagalog), PAMPANGA (Kapampangan), PANGASINAN (Pangasinan), ZAMBALES (Tagalog)"
7,4,"CAVITE, ILOCOS SUR, ILOILO, MARINDUQUE","CAVITE (Region 4-A), ILOCOS SUR (Region 1), ILOILO (Region 6), MARINDUQUE (Region 4-B)","Region 4-A (1), Region 1 (1), Region 6 (1), Region 4-B (1)",0.9731024376521923,0.7282253765780603,19.29073390158904,0.5316727408815505,-0.14878703534363244,0.1961603271815062,0.339288440978649,11.700000000000001,4.731157675298228,0.7679022669005324,Tagalog,2/4,"CAVITE (Tagalog), ILOCOS SUR (Ilocano), ILOILO (Ilonggo), MARINDUQUE (Tagalog)"
8,2,"CEBU, NEGROS ORIENTAL","CEBU (Region 7), NEGROS ORIENTAL (Region 7)",Region 7 (2),0.9628149111380246,0.7875919740995422,25.345609117438556,-0.12351753091053944,-0.1268245598344357,0.7593346565192404,0.34274360909048607,23.200000000000003,4.56522000472933,0.7314898386450595,Bisaya/ Binisaya,1/2,"CEBU (Cebuano), NEGROS ORIENTAL (Bisaya/ Binisaya)"
9,1,LAGUNA,LAGUNA (Region 4-A),Region 4-A (1),0.9714101400354631,0.2738461518520391,12.311997041813092,0.423893972687766,-0.31688311986863876,-0.4529439582942458,0.32005234619932665,6.9,4.35737055480213,0.726634119532104,Tagalog,1/1,LAGUNA (Tagalog)
10,2,"LANAO DEL NORTE, SULTAN KUDARAT","LANAO DEL NORTE (Region 10), SULTAN KUDARAT (Region 12)","Region 10 (1), Region 12 (1)",0.9230465820106226,4.613748421731183,26.52174262299943,-2.6562762396066293,1.2886493056680992,0.8687288512124747,0.4040468591247667,24.65,5.323833895024615,0.786158011887484,Bisaya/ Binisaya,1/2,"LANAO DEL NORTE (Bisaya/ Binisaya), SULTAN KUDARAT (Ilonggo)"
11,1,LANAO DEL SUR,LANAO DEL SUR (BARMM),BARMM (1),0.9339098564538666,4.145387417613534,25.67521139173515,-1.9644178297916848,1.115380708311235,0.7899915293957083,0.37147346821927574,7.4,5.57632597242769,0.690317179766875,Maranao,1/1,LANAO DEL SUR (Maranao)
