Province,Region,H0_PersistentEntropy,H0_L2_Norm,H0_Total_Persistence,H0_PersistentEntropy_scaled,H0_L2_Norm_scaled,H0_Total_Persistence_scaled
ABRA,CAR,0.9538009633414235,1.0573292586440175,17.69554794465363,-0.6975963338804809,-0.02703614761186167,0.047789345214039596
AGUSAN DEL NORTE,Region 13,0.9656427509054923,0.5968837207167069,13.928279855823497,0.056581456273604634,-0.19737644455052744,-0.30261072146424367
AGUSAN DEL SUR,Region 13,0.9581345804934525,1.2950556413823122,19.018306334087917,-0.42159764792127713,0.06090993784285021,0.17082137185193258
AKLAN,Region 6,0.9677985054577058,0.4515699075061895,12.16674708096378,0.19387679243012998,-0.25113480694664,-0.46645390629012135
ALBAY,Region 5,0.9739576109558542,0.418687636526229,18.22027855568559,0.5861368755288814,-0.2632994938452421,0.09659543938049736
ANTIQUE,Region 6,0.9749443288807522,0.342218730857163,18.435226654206,0.6489788020605644,-0.29158891143169263,0.11658813070959034
APAYAO,CAR,0.9798720209926517,0.3631524503092246,7.2832811901831755,0.9628128349213196,-0.2838445514721053,-0.9206734450652403
AURORA,Region 3,0.9730148655950265,0.29451843079383533,5.590303474304351,0.5260954663193101,-0.3092354789571953,-1.0781402062675212
BASILAN,BARMM,0.9277401829800311,5.389301176238712,32.74116643487834,-2.357350964362351,1.5755624704456201,1.4472081277058066
BATAAN,Region 3,0.9752601686040474,0.3032486613888551,6.76864942659386,0.6690939496486196,-0.306005759154517,-0.9685402281091983
BATANES,Region 2,0.9535535345635625,0.4917138048579746,1.887695544953414,-0.7133545365925393,-0.23628370549833386,-1.4225261206055142
BATANGAS,Region 4-A,0.9789761921511433,0.2065730403483393,20.31622783580874,0.9057594371644557,-0.34177058395638343,0.2915432769625886
BENGUET,CAR,0.9699589374492051,0.3880031046083686,14.824555995294226,0.33147002455929003,-0.27465113447974737,-0.21924654041117117
BILIRAN,Region 8,0.9694090786686798,0.41602177003157537,6.578280092717444,0.29645071030881853,-0.26428572229767167,-0.9862468063804863
BOHOL,Region 7,0.9774776440556773,0.30908863713015017,25.891820583646748,0.8103201561468317,-0.3038452795321825,0.8101387218702748
BUKIDNON,Region 10,0.9616259620745011,0.5680663607460674,18.430456317289252,-0.1992391204494989,-0.20803733112678544,0.11614443349073224
BULACAN,Region 3,0.9743312851411853,0.19114324508384134,12.256488520636657,0.609935374683327,-0.3474787854494172,-0.4581069010588197
CAGAYAN,Region 2,0.9725272716511033,0.4456005180865608,21.907491736046662,0.49504166459124244,-0.2533431627293007,0.4395494617093877
CAMARINES NORTE,Region 5,0.9766703908935411,0.25664112836171615,8.842400810022399,0.7589079514758043,-0.3232480611456699,-0.7756570549732004
CAMARINES SUR,Region 5,0.9776362023258878,0.42584085885478257,28.937627184181707,0.8204183887988722,-0.2606531830111767,1.0934344180488877
CAMIGUIN,Region 10,0.9555620423359922,0.5996174675382848,4.3545944011849205,-0.5854370287734887,-0.19636510399668278,-1.193075626685256
CAPIZ,Region 6,0.9652925485855478,0.538943741055678,15.439920402159643,0.03427782936477542,-0.21881114752214795,-0.16201044143631876
CATANDUANES,Region 5,0.9804402285175685,0.19995289034519956,9.179358528422778,0.999000740942448,-0.34421968645477996,-0.7443160396243512
CAVITE,Region 4-A,0.9766546131885239,0.22820908914376165,10.074524425463558,0.75790310363174,-0.33376639958968957,-0.6610551241240108
CEBU,Region 7,0.9590983684209843,0.8774280493164816,30.90504905163004,-0.3602160832351611,-0.0935900022857999,1.2764277005238513
COTABATO,Region 12,0.9446470321853098,1.9064907820487806,24.17848842773838,-1.2805903736898205,0.28710833665609564,0.650778759288273
DAVAO DE ORO,Region 11,0.9698615435466094,0.35366480256442356,10.674728863676062,0.32526721794443064,-0.2873544752328477,-0.6052290798364187
DAVAO DEL NORTE,Region 11,0.9662314432522517,0.4481999640409958,11.174994556523284,0.09407399620961716,-0.25238150633504464,-0.5586985096733171
DAVAO DEL SUR,Region 11,0.9679615128326651,0.6896504945252399,21.800417082222562,0.20425837892291487,-0.1630576847950965,0.42959026449940907
DAVAO OCCIDENTAL,Region 11,0.9595774761202543,1.0782785353066233,10.490338957649852,-0.3297027520403265,-0.019286032313921942,-0.6223795012672573
DAVAO ORIENTAL,Region 11,0.9654711277612116,0.37207997509000595,8.997436755161932,0.04565115010211911,-0.28054184334090904,-0.7612368957932646
DINAGAT ISLANDS,Region 13,0.9534741850234837,1.2733380131777612,8.725534509769323,-0.7184081368587668,0.05287557344479456,-0.7865269900124766
EASTERN SAMAR,Region 8,0.9624827743317318,0.7698500186573844,19.849163163263675,-0.14467060440080137,-0.13338813730310656,0.24810079064522036
GUIMARAS,Region 6,0.9747907021596667,0.17422127271021104,3.2800511487131763,0.6391946490861884,-0.3537390129062573,-1.2930207376878875
IFUGAO,CAR,0.9724859701931203,0.417532900873286,10.238662549591895,0.49241126422784987,-0.26372668446347114,-0.6457883556639838
ILOCOS NORTE,Region 1,0.9604122147804369,0.819878592877677,16.68064621837611,-0.2765400555566575,-0.1148802324888611,-0.04660840513825351
ILOCOS SUR,Region 1,0.9713470916387001,0.6332451643205962,23.883000478096676,0.41987855691660914,-0.18392464929915758,0.6232949182619142
ILOILO,Region 6,0.9662694410497286,1.7990456187866177,36.07737442098967,0.09649399359402751,0.24735935549083654,1.7575145548624282
ISABELA,Region 2,0.9702529582228111,0.8357732156035572,32.201380540050295,0.35019557052081113,-0.10900006962086532,1.3970017157701808
KALINGA,CAR,0.9616549237655173,0.7095668379044142,11.26111442138052,-0.19739461310535558,-0.15568969973347002,-0.5506883533274567
LA UNION,Region 1,0.974888031419735,0.29588567139792166,13.935699738435803,0.645393338758548,-0.3087296728383326,-0.30192058545565814
LAGUNA,Region 4-A,0.9714101400354631,0.2738461518520391,12.311997041813092,0.423893972687766,-0.31688311986863876,-0.4529439582942458
LANAO DEL NORTE,Region 10,0.9106966162987228,6.273696676069436,36.05257642833192,-3.442818794832056,1.9027416472284513,1.755208051031037
LANAO DEL SUR,BARMM,0.9339098564538666,4.145387417613534,25.67521139173515,-1.9644178297916848,1.115380708311235,0.7899915293957083
LEYTE,Region 8,0.9628851619387557,1.301377225555053,52.289057996694424,-0.11904340963744345,0.06324858690426742,3.2653910510260427
MAGUINDANAO,BARMM,0.9515451468758026,3.2405683119728397,53.00099957433705,-0.8412643964791824,0.7806458864158697,3.331609958307071
MARINDUQUE,Region 4-B,0.9781386047318165,0.2524016340612656,7.12803628180624,0.8524153093838254,-0.3248164479765192,-0.935113040274307
MASBATE,Region 5,0.9660793111149114,0.6314290283166426,23.958968480599896,0.08438503003538128,-0.18459652277975863,0.6303608324774354
MISAMIS OCCIDENTAL,Region 10,0.9701670704139971,1.133419613235215,25.155060966854887,0.34472556208652033,0.0011132262610568623,0.7416114461992984
MISAMIS ORIENTAL,Region 10,0.9704187254374882,0.3083027282090079,13.44215137477721,0.3607529252249696,-0.3041360239263985,-0.34782636530915206
MOUNTAIN PROVINCE,CAR,0.9816978684251358,0.218862245263728,8.774131383572126,1.0790971014933393,-0.3372242334284782,-0.7820069114251983
NCR - FOURTH DISTRICT,NCR,0.9670098774447935,0.23435298688127376,5.311610502056828,0.14365078315459429,-0.331493485034627,-1.1040619176391762
NCR - MANILA,NCR,0.9579014565704853,0.17606625015321173,2.6225931594307417,-0.43644480542213376,-0.3530564696311056,-1.3541720329635771
NCR - SECOND DISTRICT,NCR,0.9674878776544698,0.2118838155383446,7.307206102200829,0.17409358073700257,-0.33980588031974435,-0.9184481479617199
NCR - THIRD DISTRICT,NCR,0.9808988547600959,0.07341348927636597,3.49070736490106,1.028209652538317,-0.3910325174565408,-1.273427241696114
NEGROS OCCIDENTAL,Region 6,0.9695236457309073,0.7488326625777529,24.259168857073885,0.3037472382483506,-0.14116343835518294,0.6582829844063671
NEGROS ORIENTAL,Region 7,0.9665314538550651,0.6977558988826028,19.786169183247075,0.11318102141408219,-0.1600591173830715,0.2422416125146293
NORTHERN SAMAR,Region 8,0.9412507413764749,2.180416389945931,26.532309539801936,-1.496892775930146,0.3884462051874034,0.8697116982689824
NUEVA ECIJA,Region 3,0.9751312921016809,0.23122868718725334,18.76479048473624,0.6608860844735628,-0.33264930932603065,0.14724142786540964
NUEVA VIZCAYA,Region 2,0.9778245085781212,0.2603542178708687,12.622985924613968,0.832411205965473,-0.32187441601839595,-0.4240183488870663
OCCIDENTAL MINDORO,Region 4-B,0.9534899621196812,0.891777172227262,9.35546589003124,-0.7174033277891146,-0.08828159193951998,-0.7279359918562869
ORIENTAL MINDORO,Region 4-B,0.9718046303850184,0.3991470662255236,14.178621157068015,0.4490182082354016,-0.2705284629049846,-0.2793260476422521
PALAWAN,Region 4-B,0.9721750183845901,0.3662793272248071,16.895804480663777,0.47260741733962053,-0.2826877737461475,-0.02659616611668884
PAMPANGA,Region 3,0.9747420695073779,0.2929269890071035,14.418210002890206,0.6360973408433173,-0.30982422755867545,-0.2570414781420394
