Epsilon,Num_High_Mean,Num_High_CI_Low,Num_High_CI_High,Num_Low_Mean,Num_Low_CI_Low,Num_Low_CI_High,Size_High_Mean,Size_High_CI_Low,Size_High_CI_High,Size_Low_Mean,Size_Low_CI_Low,Size_Low_CI_High
0.1,39.0,39.0,39.0,40.637,40.0,41.0,1.1118717948717947,1.1025641025641026,1.1282051282051282,1.0647597560975615,1.05,1.0731707317073171
0.15000000000000002,31.651,31.0,32.0,37.637,37.0,38.0,1.1898276209677419,1.1612903225806452,1.21875,1.3183534850640115,1.2972972972972974,1.3421052631578947
0.20000000000000004,27.041,25.0,29.0,33.603,32.0,35.0,1.479330500119293,1.3703703703703705,1.6206896551724137,1.5595016965877262,1.46875,1.6470588235294117
0.25000000000000006,20.667,18.0,23.0,28.541,26.0,31.0,2.083465436111689,1.85,2.3157894736842106,2.0931390115011568,1.8928571428571428,2.25
0.30000000000000004,17.986,15.0,20.0,23.772,21.0,26.0,2.3334898348813207,1.8666666666666667,2.7142857142857144,2.8337716577947014,2.4782608695652173,3.1666666666666665
0.3500000000000001,15.809,13.0,19.0,20.562,18.0,23.0,2.699766337931934,1.8461538461538463,3.5,3.4994308557956155,3.0464285714285713,4.0
0.40000000000000013,15.02,13.0,17.0,15.552,13.0,18.0,3.594251493930906,2.769230769230769,4.352941176470588,4.321222234838605,3.732857142857143,5.0
0.4500000000000001,13.511,12.0,15.0,14.402,12.0,16.0,3.9497329004329003,2.8461538461538463,5.001666666666665,5.07954358900903,4.333333333333333,5.928690476190476
0.5000000000000001,12.845,11.0,14.0,12.284,10.0,14.0,4.368077122877123,3.1666666666666665,5.461538461538462,5.989935264735264,5.083333333333333,7.153846153846154
0.5500000000000002,12.489,11.0,14.0,10.578,9.0,12.0,4.7596040126540125,3.272727272727273,6.0,6.810554836829837,5.665625,8.090909090909092
0.6000000000000002,12.294,11.0,14.0,9.617,8.0,11.0,5.007586796536796,3.45,6.454720279720279,7.51625588023088,6.0,9.0
0.6500000000000001,12.225,11.0,14.0,8.418,7.0,10.0,5.674251431901432,3.8181818181818183,7.251442307692306,7.914151226551226,6.0,10.0
0.7000000000000002,10.065,9.0,11.0,8.051,7.0,10.0,6.374725252525254,4.333333333333333,8.58375,9.135605086580087,6.625,11.57380952380952
0.7500000000000002,9.841,8.975000000000001,11.0,7.294,6.0,9.0,6.997556565656565,4.777777777777778,9.272727272727273,10.123777380952381,7.284821428571428,13.751249999999999
0.8000000000000003,8.259,7.0,10.0,6.973,6.0,8.0,8.066079761904762,5.285714285714286,11.0,11.068680555555554,8.285714285714286,14.601666666666665
0.8500000000000003,8.436,6.0,10.0,5.766,4.0,7.0,8.290272222222223,5.625,11.625,13.170773809523808,9.285714285714286,18.1675
0.9000000000000002,8.341,6.0,10.0,5.186,4.0,7.0,8.445513492063492,5.555555555555555,11.752083333333331,15.130648809523809,10.2,21.004999999999995
0.9500000000000003,7.462,6.0,9.0,4.905,3.0,6.0,9.459359126984127,6.375,12.5,15.90748095238095,11.24375,21.75
1.0000000000000002,7.182,6.0,9.0,4.874,3.0,6.024999999999977,9.760457142857144,5.857142857142857,13.142857142857142,16.600083333333338,11.6,23.0
