Epsilon,Num_High_Mean,Num_High_CI_Low,Num_High_CI_High,Num_Low_Mean,Num_Low_CI_Low,Num_Low_CI_High,Size_High_Mean,Size_High_CI_Low,Size_High_CI_High,Size_Low_Mean,Size_Low_CI_Low,Size_Low_CI_High
0.1,43.0,43.0,43.0,38.0,38.0,38.0,1.0697674418604652,1.069767441860465,1.069767441860465,1.0526315789473684,1.0526315789473684,1.0526315789473684
0.15000000000000002,36.544,36.0,37.0,32.456,31.0,33.0,1.248135135135135,1.1944444444444444,1.3055555555555556,1.3451138807429128,1.28125,1.393939393939394
0.20000000000000004,33.607,31.0,35.0,26.363,25.0,28.0,1.601515462174606,1.4375,1.7146103896103893,1.5763587647537647,1.4394166666666666,1.7407407407407407
0.25000000000000006,29.072,27.0,31.0,20.106,18.0,22.0,2.058733239365586,1.8928571428571428,2.2,2.090016691004812,1.85,2.347880434782609
0.30000000000000004,26.42,23.975,29.0,16.711,14.0,19.0,2.297858132478327,2.0399615384615384,2.5770833333333334,2.7218975570997626,2.3333333333333335,3.1052631578947367
0.3500000000000001,24.011,21.0,26.024999999999977,13.047,11.0,15.0,2.9197880979004895,2.409090909090909,3.384821428571428,3.62725482017982,2.9166666666666665,4.428571428571429
0.40000000000000013,22.83,20.0,26.0,11.304,9.0,14.0,3.247501042777885,2.5498863636363636,3.727272727272727,4.111566147741148,3.1818181818181817,5.461538461538462
0.4500000000000001,20.379,18.0,22.0,9.941,8.0,12.0,3.767201739361579,3.0,4.608954451345755,4.912300155400155,3.4444444444444446,6.333333333333333
0.5000000000000001,18.569,17.0,20.0,7.486,5.0,10.0,3.760041713966288,2.8823529411764706,4.8,7.46033888888889,5.0,9.25
0.5500000000000002,16.297,15.0,18.0,6.316,5.0,8.0,4.634987190733243,3.5324999999999998,6.055637254901961,8.589826587301587,5.5,10.626041666666666
0.6000000000000002,15.581,14.0,17.0,4.935,3.0,6.0,5.003232196016059,3.7857142857142856,6.3125,11.187133333333334,7.6,13.334999999999999
0.6500000000000001,13.643,12.0,16.0,5.116,3.0,6.0,4.83910565708801,3.25,6.9334375,13.041242857142857,9.495833333333334,15.666666666666666
0.7000000000000002,13.052,11.0,15.0,4.929,3.0,7.0,5.302906002331003,3.3325,7.669230769230767,13.251714285714286,9.0,16.402499999999996
0.7500000000000002,12.319,11.0,14.0,4.553,3.0,6.0,5.810933166833166,3.7494318181818183,8.385416666666666,14.20084761904762,9.0,17.004166666666663
0.8000000000000003,11.533,10.0,14.0,4.419,3.0,6.0,5.959633233433234,3.5,9.307692307692308,15.257483333333333,7.666666666666667,18.666666666666668
0.8500000000000003,11.047,10.0,13.0,4.186,3.0,6.0,5.953729070929071,3.2,9.41778846153846,16.310016666666666,10.0,20.4
0.9000000000000002,10.855,10.0,12.0,4.094,3.0,5.0,6.1721215617715615,3.2,9.61590909090909,16.8089,10.666666666666666,21.0
0.9500000000000003,10.707,9.0,12.0,3.764,3.0,5.0,6.804540831390832,3.3,10.076923076923077,16.955633333333335,11.333333333333334,21.75125
1.0000000000000002,10.205,9.0,12.0,3.642,3.0,5.0,7.206895959595959,3.6666666666666665,10.729545454545452,16.74395,10.666666666666666,22.0
