Province,Region,H0_PersistentEntropy,H0_L2_Norm,H0_Total_Persistence,H0_PersistentEntropy_scaled,H0_L2_Norm_scaled,H0_Total_Persistence_scaled
ABRA,CAR,0.9445392284369274,2.961400938067169,31.12702300463699,-1.067467545128955,0.17811237941472763,0.3417770839838298
AGUSAN DEL NORTE,Region 13,0.953340806739252,2.0806746767226856,17.78945547067767,-0.5687897823803242,0.0013746682294926067,-0.45477508553413454
AGUSAN DEL SUR,Region 13,0.9553247598141212,1.7680176083252923,25.06792711536174,-0.45638343356527844,-0.061367067857819625,-0.02008694884156526
AKLAN,Region 6,0.964317800509916,0.5530433612355343,16.369691376077515,0.05314216064568912,-0.30517922267178715,-0.5395668713584979
ALBAY,Region 5,0.9767948913973807,0.2994945422013219,19.3438362639724,0.7600662548992048,-0.3560595471456121,-0.36194366106310716
ANTIQUE,Region 6,0.9746841452331954,0.38765337038206704,24.00673128694431,0.6404760929156186,-0.3383684776302647,-0.08346416041009692
APAYAO,CAR,0.977693533261179,0.4562755832579435,9.144258847304005,0.8109812952201926,-0.3245978733319052,-0.9710873822647084
AURORA,Region 3,0.972188692204572,0.43259069536949374,7.646392663427934,0.4990892994777312,-0.32935078358201325,-1.0605436159727069
BASILAN,BARMM,0.9190206880399484,12.254703686373402,59.55590799484706,-2.5132910323113635,2.043024474325755,2.0396196597211933
BATAAN,Region 3,0.9580726748055638,0.8174618233828682,11.110796152353732,-0.3006927093466378,-0.2521176576360187,-0.8536409623843989
BATANES,Region 2,0.9506084316480979,0.4476659789587597,1.5535276419536868,-0.7236000505667619,-0.3263255858174231,-1.4244244240044779
BATANGAS,Region 4-A,0.973369525659939,0.3101115467833396,25.006638504127526,0.5659926849245863,-0.35392900423821144,-0.02374725467477324
BENGUET,CAR,0.9705870383402206,0.6243202978075061,20.95362678924403,0.4083431698248819,-0.2908758878185776,-0.265803031813455
BILIRAN,Region 8,0.9690490799626316,0.7082503896322414,11.173978992049971,0.3212058841480537,-0.27403341021830047,-0.8498675285923523
BOHOL,Region 7,0.9759600615250469,0.5414402535174195,44.34976155589604,0.712766659450373,-0.30750764955167237,1.1314713856739047
BUKIDNON,Region 10,0.9652604153797556,1.6190318873212903,35.96298379788705,0.1065486132476107,-0.09126443379911992,0.6305924959215146
BULACAN,Region 3,0.9685820309940155,0.4117239506700718,15.062642371900077,0.29474393303390056,-0.3335381694474382,-0.6176270361743809
CAGAYAN,Region 2,0.9614414151480598,1.352632776856517,28.01072963498083,-0.10982740774121158,-0.14472346086781646,0.15566441852711876
CAMARINES NORTE,Region 5,0.9764743514409168,0.3307691335319423,11.321935716033014,0.7419051770935595,-0.3497835906621645,-0.8410311909930571
CAMARINES SUR,Region 5,0.9796255163759686,0.38949731030668416,32.64756680481163,0.9204431422047209,-0.3379984492387615,0.4325876804282216
CAMIGUIN,Region 10,0.9757972312848331,0.5975869838011871,6.138688898892971,0.7035410618236165,-0.2962405339489886,-1.1505873740697439
CAPIZ,Region 6,0.9666817145276597,0.667612862278042,20.701368992992325,0.18707624760225414,-0.282188252293572,-0.2808684846683705
